
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1987,1,1987-09-13,24-101,HOU,,RAM,W 20-16,0,0,,0,,0,0,,0,0,0,,0
2,1987,9,1987-11-15,24-164,HOU,@,PIT,W 23-3,3,5,1.67,0,,2,10,5.00,0,0,0,,0
3,1987,10,1987-11-22,24-171,HOU,,CLE,L 7-40,0,0,,0,,0,0,,0,0,0,,0
4,1987,11,1987-11-29,24-178,HOU,@,IND,L 27-51,0,0,,0,,0,0,,0,0,0,,0
5,1987,12,1987-12-06,24-185,HOU,,SDG,W 33-18,2,5,2.50,0,,0,0,,0,0,0,,0
6,1987,13,1987-12-13,24-192,HOU,@,NOR,L 10-24,0,0,,0,,0,0,,0,0,0,,0
7,1987,15,1987-12-27,24-206,HOU,,CIN,W 21-17,0,0,,0,,0,0,,0,1,13,13.00,0
,,,7 Games,,,,,4-3-0,5,10,2.00,0,,2,10,5.00,0,1,13,13.00,0
