
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,23-329,CIN,,SDG,L 9-10,7,23,3.29,0
2,1987,4,1987-10-11,23-336,CIN,@,SEA,W 17-10,8,35,4.38,0
3,1987,5,1987-10-18,23-343,CIN,,CLE,L 0-34,3,1,0.33,0
,,,3 Games,,,,,1-2-0,18,59,3.28,0
