
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,1976,3,1976-09-26,23-336,OAK,@,HOU,W 14-13,1,7,7.00,0
2,1976,4,1976-10-03,23-343,OAK,@,NWE,L 17-48,3,26,8.67,0
,,,2 Games,,,,,1-1-0,4,33,8.25,0
