
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1988,2,1988-09-11,23-045,TAM,@,GNB,W 13-10,0,0,,0,,0,0,,0,,,,
2,1988,3,1988-09-18,23-052,TAM,,PHO,L 24-30,0,0,,0,,0,0,,0,,,,
3,1988,4,1988-09-25,23-059,TAM,@,NOR,L 9-13,10,44,4.40,0,,1,22,22.00,0,0,0,,0
4,1988,5,1988-10-02,23-066,TAM,,GNB,W 27-24,3,7,2.33,0,,4,41,10.25,0,0,0,,0
5,1988,6,1988-10-09,23-073,TAM,@,MIN,L 13-14,14,82,5.86,0,,0,0,,0,0,0,,0
6,1988,7,1988-10-16,23-080,TAM,@,IND,L 31-35,3,3,1.00,0,,1,5,5.00,0,0,0,,0
7,1988,8,1988-10-23,23-087,TAM,,MIN,L 20-49,2,-2,-1.00,0,,1,0,0.00,0,0,0,,0
8,1988,9,1988-10-30,23-094,TAM,,MIA,L 14-17,2,4,2.00,0,,0,0,,0,0,0,,0
9,1988,11,1988-11-13,23-108,TAM,@,DET,W 23-20,4,39,9.75,0,,0,0,,0,0,0,,0
10,1988,12,1988-11-20,23-115,TAM,,CHI,L 15-27,0,0,,0,,0,0,,0,,,,
11,1988,13,1988-11-27,23-122,TAM,@,ATL,L 10-17,0,0,,0,,0,0,,0,,,,
12,1988,14,1988-12-04,23-129,TAM,,BUF,W 10-5,9,15,1.67,0,,0,0,,0,0,0,,0
13,1988,15,1988-12-11,23-136,TAM,@,NWE,L 7-10,12,30,2.50,0,,0,0,,0,0,0,,0
14,1988,16,1988-12-18,23-143,TAM,,DET,W 21-10,4,9,2.25,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
15,1989,8,1989-10-29,24-093,MIA,@,BUF,L 17-31,0,0,,0,,0,0,,0,1,8,8.00,0
,,,15 Games,,,,,5-10-0,63,231,3.67,0,,7,68,9.71,0,1,8,8.00,0
