
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1970,5,1970-10-18,22-293,NYJ,,BAL,L 22-29,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,21,21.00,0,0,0
2,1970,6,1970-10-25,22-300,NYJ,,BUF,L 6-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,20,20.00,0,0,0
3,1970,8,1970-11-08,22-314,NYJ,@,PIT,L 17-21,0,0,,0,,1,11,11.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
4,1970,9,1970-11-15,22-321,NYJ,@,RAM,W 31-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,2,2.00,0,0,0
5,1970,14,1970-12-19,22-355,NYJ,@,BAL,L 20-35,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,27,27.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
6,1971,5,1971-10-17,23-292,NYJ,,BUF,W 28-17,7,26,3.71,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
7,1971,7,1971-10-31,23-306,NYJ,@,SDG,L 21-49,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,11,11.00,0,0,0
8,1971,12,1971-12-04,23-340,NYJ,@,DAL,L 10-52,1,6,6.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
9,1971,14,1971-12-19,23-355,NYJ,,CIN,W 35-21,4,76,19.00,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
10,1972,1,1972-09-17,24-263,NYJ,@,BUF,W 41-24,1,0,0.00,0,,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
11,1972,2,1972-09-24,24-270,NYJ,@,BAL,W 44-34,3,-5,-1.67,0,,0,0,,0,0,0,,0,0,0,,,,2,45,22.50,0,0,0
12,1972,3,1972-10-01,24-277,NYJ,@,HOU,L 20-26,0,0,,0,,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
13,1972,4,1972-10-08,24-284,NYJ,,MIA,L 17-27,10,34,3.40,0,,1,13,13.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
14,1972,5,1972-10-15,24-291,NYJ,@,NWE,W 41-13,1,5,5.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
15,1972,7,1972-10-29,24-305,NYJ,,NWE,W 34-10,13,68,5.23,0,,1,8,8.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
16,1972,9,1972-11-12,24-319,NYJ,,BUF,W 41-3,3,9,3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
17,1972,10,1972-11-19,24-326,NYJ,@,MIA,L 24-28,4,11,2.75,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
18,1972,11,1972-11-23,24-330,NYJ,@,DET,L 20-37,10,121,12.10,0,,1,44,44.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
19,1972,12,1972-12-03,24-340,NYJ,,NOR,W 18-17,9,38,4.22,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
20,1972,14,1972-12-17,24-354,NYJ,,CLE,L 10-26,5,24,4.80,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
21,1973,1,1973-09-17,25-262,NYJ,@,GNB,L 7-23,1,11,11.00,0,,2,11,5.50,0,0,0,,0,0,0,,,,1,18,18.00,0,0,0
22,1973,3,1973-09-30,25-275,NYJ,@,BUF,L 7-9,1,-2,-2.00,0,,1,11,11.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
23,1973,4,1973-10-07,25-282,NYJ,@,MIA,L 3-31,4,21,5.25,0,,0,0,,0,0,0,,0,0,0,,,,1,21,21.00,0,0,0
24,1973,6,1973-10-21,25-296,NYJ,@,PIT,L 14-26,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,2,36,18.00,0,0,0
25,1973,7,1973-10-28,25-303,NYJ,,DEN,L 28-40,0,0,,0,,1,14,14.00,0,0,0,,0,0,0,,,,1,14,14.00,0,0,0
26,1973,10,1973-11-18,25-324,NYJ,@,CIN,L 14-20,2,2,1.00,0,,2,16,8.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,26 Games,,,,,9-17-0,79,445,5.63,2,,13,151,11.62,0,0,1,0.00,0,0,0,39.6,0.00,0.00,12,215,17.92,0,2,12
