
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
1,1960,1,1960-09-25,33-247,SFO,,NYG,L 19-21,1,1,1.00,1,,0,0,,0,0,0,,0,0,0,,,,1,6
2,1960,2,1960-10-02,33-254,SFO,,RAM,W 13-9,2,3,1.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0
3,1960,4,1960-10-16,33-268,SFO,@,CHI,L 10-27,5,2,0.40,0,,1,-3,-3.00,0,0,0,,0,0,0,,,,0,0
4,1960,5,1960-10-23,33-275,SFO,@,GNB,L 14-41,3,9,3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
5,1960,6,1960-10-30,33-282,SFO,,CHI,W 25-7,9,53,5.89,0,,0,0,,0,0,0,,0,0,0,,,,0,0
6,1960,7,1960-11-06,33-289,SFO,,DET,L 0-24,7,5,0.71,0,,2,0,0.00,0,0,0,,0,0,0,,,,0,0
7,1960,8,1960-11-20,33-303,SFO,@,DAL,W 26-14,2,3,1.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0
8,1960,9,1960-11-27,33-310,SFO,@,BAL,W 30-22,1,-1,-1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
9,1960,10,1960-12-04,33-317,SFO,@,RAM,W 23-7,2,2,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
10,1960,12,1960-12-18,33-331,SFO,,BAL,W 34-10,4,18,4.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
11,1961,1,1961-09-17,34-238,BAL,,RAM,W 27-24,18,106,5.89,0,,3,30,10.00,0,0,0,,0,0,0,,,,0,0
12,1961,2,1961-09-24,34-245,BAL,,DET,L 15-16,11,42,3.82,0,,3,14,4.67,0,0,0,,0,0,0,,,,0,0
13,1961,3,1961-10-01,34-252,BAL,,MIN,W 34-33,6,24,4.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
14,1961,4,1961-10-08,34-259,BAL,@,GNB,L 7-45,12,63,5.25,0,,2,27,13.50,0,0,0,,0,0,0,,,,0,0
15,1961,5,1961-10-15,34-266,BAL,@,CHI,L 10-24,14,33,2.36,0,,4,24,6.00,0,0,0,,0,0,0,,,,0,0
16,1961,6,1961-10-22,34-273,BAL,@,DET,W 17-14,9,26,2.89,0,,5,51,10.20,0,0,0,,0,0,0,,,,0,0
17,1961,7,1961-10-29,34-280,BAL,,CHI,L 20-21,8,10,1.25,0,,3,45,15.00,1,0,0,,0,0,0,,,,1,6
18,1961,8,1961-11-05,34-287,BAL,,GNB,W 45-21,21,105,5.00,2,,1,9,9.00,0,0,0,,0,0,0,,,,2,12
19,1961,9,1961-11-12,34-294,BAL,@,MIN,L 20-28,19,100,5.26,0,,1,0,0.00,0,0,0,,0,0,0,,,,0,0
20,1961,10,1961-11-19,34-301,BAL,,STL,W 16-0,25,72,2.88,0,,4,13,3.25,0,0,0,,0,0,0,,,,0,0
21,1961,11,1961-11-26,34-308,BAL,@,WAS,W 27-6,13,31,2.38,0,,4,61,15.25,0,0,0,,0,0,0,,,,0,0
22,1961,12,1961-12-03,34-315,BAL,,SFO,W 20-17,7,29,4.14,0,,4,48,12.00,0,0,0,,0,0,0,,,,0,0
23,1961,13,1961-12-09,34-321,BAL,@,RAM,L 17-34,5,34,6.80,1,,0,0,,0,0,0,,0,0,0,,,,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
24,1962,2,1962-09-23,35-244,BAL,@,MIN,W 34-7,8,32,4.00,0,,1,-6,-6.00,0,0,0,,0,0,0,,,,0,0
25,1962,3,1962-09-30,35-251,BAL,,DET,L 20-29,11,42,3.82,0,,3,24,8.00,0,0,0,,0,0,0,,,,0,0
26,1962,4,1962-10-07,35-258,BAL,,SFO,L 13-21,3,14,4.67,0,,1,1,1.00,0,0,0,,0,0,0,,,,0,0
27,1962,5,1962-10-14,35-265,BAL,@,CLE,W 36-14,8,57,7.13,0,,4,29,7.25,0,0,0,,0,0,0,,,,0,0
28,1962,6,1962-10-21,35-272,BAL,@,CHI,L 15-35,9,49,5.44,0,,2,31,15.50,0,0,0,,0,0,0,,,,0,0
29,1962,7,1962-10-28,35-279,BAL,,GNB,L 6-17,16,70,4.38,0,,4,22,5.50,0,0,0,,0,0,0,,,,0,0
30,1962,8,1962-11-04,35-286,BAL,@,SFO,W 22-3,18,41,2.28,0,,0,0,,0,0,0,,0,0,0,,,,0,0
31,1962,9,1962-11-11,35-293,BAL,@,RAM,W 14-2,3,-10,-3.33,0,,1,27,27.00,0,0,0,,0,0,0,,,,0,0
32,1962,11,1962-11-25,35-307,BAL,,CHI,L 0-57,1,0,0.00,0,,1,-5,-5.00,0,0,0,,0,0,0,,,,0,0
