
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1989,14,1989-12-10,25-149,CIN,,SEA,L 17-24,0,0,,0,,0,0,,0,0,0,,0
2,1989,15,1989-12-17,25-156,CIN,,HOU,W 61-7,11,20,1.82,0,,2,18,9.00,0,0,0,,0
3,1989,16,1989-12-25,25-164,CIN,@,MIN,L 21-29,0,0,,0,,0,0,,0,1,0,0.00,0
,,,3 Games,,,,,1-2-0,11,20,1.82,0,,2,18,9.00,0,1,0,0.00,0
