
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
15,1963,1,1963-09-08,28-106,BUF,@,SDG,L 10-14,2,4,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
16,1963,2,1963-09-15,28-113,BUF,@,OAK,L 17-35,10,19,1.90,0,,1,0,0.00,0,1,1,100.00,35,0,0,118.7,35.00,35.00,0,0,,0,,,,,,,0,0
17,1963,3,1963-09-22,28-120,BUF,,KAN,T 27-27,14,63,4.50,0,,2,9,4.50,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
18,1963,4,1963-09-28,28-126,BUF,,HOU,L 20-31,16,72,4.50,1,,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
19,1963,5,1963-10-05,28-133,BUF,,OAK,W 12-0,16,48,3.00,0,,1,11,11.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
20,1963,6,1963-10-13,28-141,BUF,@,KAN,W 35-26,12,14,1.17,2,,1,10,10.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,2,12
21,1963,7,1963-10-20,28-148,BUF,@,HOU,L 14-28,11,49,4.45,0,,2,10,5.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
22,1963,8,1963-10-26,28-154,BUF,,BOS,W 28-21,13,49,3.77,0,,4,36,9.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
23,1963,9,1963-11-03,28-162,BUF,@,DEN,W 30-28,26,125,4.81,1,,1,35,35.00,1,0,0,,0,0,0,,,,0,0,,0,,,,,,,2,12
24,1963,10,1963-11-09,28-168,BUF,,DEN,W 27-17,16,47,2.94,0,,3,58,19.33,1,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
25,1963,11,1963-11-17,28-176,BUF,,SDG,L 13-23,17,95,5.59,1,,5,36,7.20,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
26,1963,12,1963-12-01,28-190,BUF,@,BOS,L 7-17,12,37,3.08,1,,2,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
27,1963,13,1963-12-08,28-197,BUF,,NYJ,W 45-14,36,243,6.75,5,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,5,30
28,1963,14,1963-12-14,28-203,BUF,@,NYJ,W 19-10,31,114,3.68,1,,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
29,1964,1,1964-09-13,29-111,BUF,,KAN,W 34-17,14,52,3.71,0,,1,14,14.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
30,1964,2,1964-09-20,29-118,BUF,,DEN,W 30-13,20,92,4.60,2,,2,30,15.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,2,12
31,1964,3,1964-09-26,29-124,BUF,,SDG,W 30-3,23,81,3.52,0,,3,15,5.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
32,1964,4,1964-10-03,29-131,BUF,,OAK,W 23-20,20,91,4.55,0,,4,87,21.75,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
33,1964,5,1964-10-11,29-139,BUF,@,HOU,W 48-17,18,92,5.11,2,,4,48,12.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,2,12
34,1964,6,1964-10-18,29-146,BUF,@,KAN,W 35-22,17,47,2.76,0,,3,10,3.33,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
35,1964,7,1964-10-24,29-152,BUF,,NYJ,W 34-24,15,27,1.80,0,,3,59,19.67,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
36,1964,8,1964-11-01,29-160,BUF,,HOU,W 24-10,15,139,9.27,1,,2,13,6.50,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
37,1964,9,1964-11-08,29-167,BUF,@,NYJ,W 20-7,9,99,11.00,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
38,1964,10,1964-11-15,29-174,BUF,,BOS,L 28-36,11,31,2.82,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
39,1964,11,1964-11-26,29-185,BUF,@,SDG,W 27-24,21,87,4.14,0,,3,9,3.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
40,1964,12,1964-12-06,29-195,BUF,@,OAK,L 13-16,10,24,2.40,0,,4,55,13.75,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
41,1964,13,1964-12-13,29-202,BUF,@,DEN,W 30-19,17,67,3.94,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
42,1964,14,1964-12-20,29-209,BUF,@,BOS,W 24-14,20,52,2.60,0,,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
43,1965,1,1965-09-11,30-109,DEN,@,SDG,L 31-34,17,49,2.88,0,,1,29,29.00,1,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
44,1965,2,1965-09-19,30-117,DEN,,BUF,L 15-30,12,26,2.17,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
45,1965,3,1965-09-24,30-122,DEN,@,BOS,W 27-10,32,142,4.44,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
46,1965,4,1965-10-03,30-131,DEN,,NYJ,W 16-13,22,67,3.05,0,,4,24,6.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
47,1965,5,1965-10-10,30-138,DEN,,KAN,L 23-31,20,63,3.15,2,,2,-4,-2.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,2,12
48,1965,6,1965-10-17,30-145,DEN,,HOU,W 28-17,21,67,3.19,1,,2,3,1.50,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
49,1965,7,1965-10-24,30-152,DEN,@,BUF,L 13-31,21,87,4.14,0,,3,55,18.33,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
50,1965,8,1965-10-31,30-159,DEN,@,NYJ,L 10-45,11,37,3.36,0,,3,19,6.33,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
51,1965,9,1965-11-07,30-166,DEN,,SDG,L 21-35,14,27,1.93,1,,2,28,14.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
52,1965,10,1965-11-14,30-173,DEN,@,HOU,W 31-21,16,119,7.44,0,,1,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
53,1965,11,1965-11-21,30-180,DEN,,OAK,L 20-28,12,53,4.42,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
54,1965,12,1965-12-05,30-194,DEN,@,OAK,L 13-24,18,59,3.28,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
55,1965,13,1965-12-12,30-201,DEN,,BOS,L 20-28,19,73,3.84,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
56,1965,14,1965-12-19,30-208,DEN,@,KAN,L 35-45,17,85,5.00,2,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,2,12
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
57,1966,7,1966-10-23,31-151,MIA,@,HOU,W 20-13,10,32,3.20,0,,1,13,13.00,1,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
58,1966,8,1966-11-06,31-165,MIA,,BUF,L 0-29,6,10,1.67,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
59,1966,9,1966-11-13,31-172,MIA,@,KAN,L 16-34,6,33,5.50,0,,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
60,1966,10,1966-11-20,31-179,MIA,@,NYJ,L 13-30,13,56,4.31,0,,2,13,6.50,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
61,1966,11,1966-11-27,31-186,MIA,,BOS,L 14-20,9,31,3.44,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
62,1966,12,1966-12-04,31-193,MIA,@,DEN,L 7-17,5,11,2.20,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
63,1966,13,1966-12-11,31-200,MIA,,KAN,L 18-19,14,65,4.64,0,,3,23,7.67,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
64,1966,14,1966-12-18,31-207,MIA,,HOU,W 29-28,9,24,2.67,0,,6,60,10.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
65,1967,1,1967-09-03,32-101,DEN,,BOS,W 26-21,10,21,2.10,0,,1,-4,-4.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,65 Games,,,,,33-30-2,1010,4293,4.25,37,,110,1135,10.32,6,1,1,100.00,35,0,0,118.7,35.00,35.00,7,150,21.43,0,14,17,82.4,8,20,40.0,43,296
