
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,TD,Pts
1,2011,15,2011-12-24,23-354,PIT,,STL,W 27-0,1,10,10.00,1,1,6
2,2011,16,2012-01-01,23-362,PIT,@,CLE,W 13-9,9,31,3.44,0,0,0
,,,2 Games,,,,,2-0-0,10,41,4.10,1,1,6
