
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Int,Yds,TD
1,1963,4,1963-10-05,24-218,NYJ,,BOS,W 31-24,0,0,,0,0,0,,0,0,0,,0,0,0,2,31,0
2,1963,5,1963-10-13,24-226,NYJ,@,SDG,L 20-24,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
3,1963,6,1963-10-20,24-233,NYJ,@,OAK,L 26-49,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
4,1963,7,1963-10-26,24-239,NYJ,,DEN,T 35-35,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
5,1963,9,1963-11-10,24-254,NYJ,@,HOU,L 27-31,0,0,,0,0,0,,0,1,93,93.00,1,1,6,0,0,0
6,1963,10,1963-11-17,24-261,NYJ,@,DEN,W 14-9,0,0,,0,0,0,,0,1,31,31.00,0,0,0,0,0,0
7,1963,11,1963-12-01,24-275,NYJ,,KAN,W 17-0,0,0,,0,0,0,,0,1,16,16.00,0,0,0,0,0,0
8,1963,12,1963-12-08,24-282,NYJ,@,BUF,L 14-45,0,0,,0,0,0,,0,1,3,3.00,0,0,0,0,0,0
9,1963,14,1963-12-22,24-296,NYJ,@,KAN,L 0-48,0,0,,0,0,0,,0,0,0,,0,0,0,1,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
