
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD
1,1971,1,1971-09-19,24-015,PIT,@,CHI,L 15-17,3,47,15.67,0
2,1971,2,1971-09-26,24-022,PIT,,CIN,W 21-10,2,53,26.50,0
3,1971,4,1971-10-10,24-036,PIT,@,CLE,L 17-27,1,22,22.00,0
4,1971,5,1971-10-18,24-044,PIT,@,KAN,L 16-38,1,24,24.00,0
5,1971,7,1971-10-31,24-057,PIT,@,BAL,L 21-34,4,90,22.50,0
6,1971,14,1971-12-19,24-106,PIT,,RAM,L 14-23,1,35,35.00,0
,,,6 Games,,,,,1-5-0,12,271,22.58,0
