
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,1960,2,1960-10-02,23-083,PIT,@,CLE,L 20-28,1,0,0.00,0
2,1960,4,1960-10-16,23-097,PIT,,STL,W 27-14,3,5,1.67,0
3,1960,7,1960-11-06,23-118,PIT,@,PHI,L 7-34,2,20,10.00,0
,,,3 Games,,,,,1-2-0,6,25,4.17,0
