
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
1,1991,9,1991-10-27,22-164,SDG,@,SEA,L 9-20,1,6,6.00,0,,0,0,,0
2,1991,10,1991-11-10,22-178,SDG,,SEA,W 17-14,1,4,4.00,0,,1,4,4.00,0
3,1991,11,1991-11-17,22-185,SDG,,NOR,W 24-21,0,0,,0,,1,29,29.00,0
,,,3 Games,,,,,2-1-0,2,10,5.00,0,,2,33,16.50,0
