
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1973,4,1973-10-07,24-339,BAL,@,NWE,L 16-24,0,0,,0,,0,0,,0,1,13,13.00,0,0,0
2,1973,8,1973-11-04,25-002,BAL,,HOU,L 27-31,0,0,,0,,1,1,1.00,1,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
3,1974,1,1974-09-15,25-317,BAL,@,PIT,L 0-30,1,-2,-2.00,0,,0,0,,0,0,0,,0,0,0
4,1974,4,1974-10-06,25-338,BAL,@,NWE,L 3-42,1,4,4.00,0,,0,0,,0,0,0,,0,0,0
5,1974,6,1974-10-20,25-352,BAL,@,NYJ,W 35-20,3,4,1.33,0,,0,0,,0,0,0,,0,0,0
6,1974,11,1974-11-24,26-022,BAL,,NWE,L 17-27,0,0,,0,,0,0,,0,1,18,18.00,0,0,0
,,,6 Games,,,,,1-5-0,5,6,1.20,0,,1,1,1.00,1,2,31,15.50,0,1,6
