
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1991,1,1991-09-01,23-071,BUF,,MIA,W 35-31,0,0,,0,,0,0,,0,3,54,18.00,0
2,1991,2,1991-09-08,23-078,BUF,,PIT,W 52-34,0,0,,0,,0,0,,0,1,15,15.00,0
3,1991,3,1991-09-15,23-085,BUF,@,NYJ,W 23-20,0,0,,0,,0,0,,0,3,47,15.67,0
4,1991,4,1991-09-22,23-092,BUF,@,TAM,W 17-10,,,,,,,,,,0,0,,0
5,1991,5,1991-09-29,23-099,BUF,,CHI,W 35-20,0,0,,0,,0,0,,0,1,9,9.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
6,1992,1,1992-09-06,24-076,BUF,,RAM,W 40-7,0,0,,0,,0,0,,0,0,0,,0
7,1992,2,1992-09-13,24-083,BUF,@,SFO,W 34-31,1,3,3.00,0,,0,0,,0,3,39,13.00,0
8,1992,3,1992-09-20,24-090,BUF,,IND,W 38-0,3,27,9.00,0,,0,0,,0,0,0,,0
9,1992,4,1992-09-27,24-097,BUF,@,NWE,W 41-7,2,9,4.50,0,,0,0,,0,0,0,,0
10,1992,5,1992-10-04,24-104,BUF,,MIA,L 10-37,0,0,,0,1,0,0,,0,1,28,28.00,0
11,1992,6,1992-10-11,24-111,BUF,@,RAI,L 3-20,0,0,,0,4,2,17,8.50,0,1,16,16.00,0
12,1992,8,1992-11-01,24-132,BUF,,NWE,W 16-7,0,0,,0,,0,0,,0,0,0,,0
13,1992,9,1992-11-08,24-139,BUF,,PIT,W 28-20,0,0,,0,,0,0,,0,3,51,17.00,0
,,,13 Games,,,,,11-2-0,6,39,6.50,0,5,2,17,8.50,0,16,259,16.19,0
