
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,1998,1,1998-09-06,21-202,SEA,@,PHI,W 38-0,6,100,16.67,1,1,1,-1,-1.00,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
2,1998,2,1998-09-13,21-209,SEA,,ARI,W 33-14,7,21,3.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
3,1998,3,1998-09-20,21-216,SEA,,WAS,W 24-14,6,26,4.33,0,2,1,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
4,1998,5,1998-10-04,21-230,SEA,@,KAN,L 6-17,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,1,20,20.00,0,0,0,0.0,0,0
5,1998,6,1998-10-11,21-237,SEA,,DEN,L 16-21,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,3,52,17.33,0,0,0,0.0,0,0
6,1998,7,1998-10-25,21-251,SEA,@,SDG,W 27-20,1,1,1.00,0,1,1,3,3.00,0,0,0,,0,0,0,,,,2,89,44.50,0,0,0,0.0,0,0
7,1998,8,1998-11-01,21-258,SEA,,OAK,L 18-31,5,12,2.40,0,0,0,0,,0,0,0,,0,0,0,,,,5,125,25.00,0,0,0,0.0,0,0
8,1998,9,1998-11-08,21-265,SEA,,KAN,W 24-12,1,2,2.00,0,0,0,0,,0,0,0,,0,0,0,,,,3,43,14.33,0,0,0,0.0,0,0
9,1998,10,1998-11-15,21-272,SEA,@,OAK,L 17-20,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,5,111,22.20,0,0,0,0.0,0,0
10,1998,11,1998-11-22,21-279,SEA,@,DAL,L 22-30,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,4,68,17.00,0,0,0,0.0,0,0
11,1998,12,1998-11-29,21-286,SEA,,TEN,W 20-18,1,0,0.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
12,1998,13,1998-12-06,21-293,SEA,@,NYJ,L 31-32,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,3,66,22.00,0,0,0,0.0,0,0
13,1998,14,1998-12-13,21-300,SEA,,SDG,W 38-17,5,33,6.60,0,1,0,0,,0,0,0,,0,0,0,,,,1,29,29.00,0,0,0,0.0,0,0
14,1998,15,1998-12-20,21-307,SEA,,IND,W 27-23,3,14,4.67,0,0,0,0,,0,0,0,,0,0,0,,,,0,17,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
