
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2006,2,2006-09-17,22-064,TEN,@,SDG,L 7-40,,,,,,,,,,,,,,,,,,
2,2006,3,2006-09-24,22-071,TEN,@,MIA,L 10-13,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
3,2007,6,2007-10-21,23-098,TEN,@,HOU,W 38-36,0,0,,0,,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2007,7,2007-10-28,23-105,TEN,,OAK,W 13-9,0,0,,0,1,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
5,2008,3,2008-09-21,24-068,TEN,,HOU,W 31-12,,,,,,,,,,,,,,,,,,
6,2008,4,2008-09-28,24-075,TEN,,MIN,W 30-17,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2008,5,2008-10-05,24-082,TEN,@,BAL,W 13-10,,,,,,,,,,,,,,,,,,
8,2008,6,2008-10-19,24-096,TEN,@,KAN,W 34-10,2,11,5.50,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2008,7,2008-10-27,24-104,TEN,,IND,W 31-21,,,,,,,,,,,,,,,,,,
10,2008,8,2008-11-02,24-110,TEN,,GNB,W 19-16,,,,,,,,,,,,,,,,,,
11,2008,9,2008-11-09,24-117,TEN,@,CHI,W 21-14,,,,,,,,,,,,,,,,,,
12,2008,10,2008-11-16,24-124,TEN,@,JAX,W 24-14,,,,,,,,,,,,,,,,,,
13,2008,11,2008-11-23,24-131,TEN,,NYJ,L 13-34,0,0,,0,3,3,40,13.33,0,0,0,,0,0,0,0.0,0,0
14,2008,12,2008-11-27,24-135,TEN,@,DET,W 47-10,3,23,7.67,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2008,13,2008-12-07,24-145,TEN,,CLE,W 28-9,,,,,0,,,,,,,,,,,,,
16,2008,15,2008-12-21,24-159,TEN,,PIT,W 31-14,,,,,,,,,,,,,,,,,,
17,2008,16,2008-12-28,24-166,TEN,@,IND,L 0-23,4,27,6.75,0,3,3,3,1.00,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
18,2009,9,2009-11-15,25-123,WAS,,DEN,W 27-17,3,4,1.33,0,1,1,18,18.00,0,0,0,,0,0,0,0.0,0,0
19,2009,10,2009-11-22,25-130,WAS,@,DAL,L 6-7,3,6,2.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2009,11,2009-11-29,25-137,WAS,@,PHI,L 24-27,5,32,6.40,0,1,1,-4,-4.00,0,1,25,25.00,0,0,0,0.0,0,0
21,2009,12,2009-12-06,25-144,WAS,,NOR,L 30-33,8,46,5.75,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2009,13,2009-12-13,25-151,WAS,@,OAK,W 34-13,14,50,3.57,2,3,3,43,14.33,0,0,0,,0,2,12,0.0,0,0
23,2009,14,2009-12-21,25-159,WAS,,NYG,L 12-45,10,21,2.10,1,2,2,19,9.50,0,0,0,,0,1,6,0.0,0,0
24,2009,15,2009-12-27,25-165,WAS,,DAL,L 0-17,7,13,1.86,0,2,1,16,16.00,0,0,0,,0,0,0,0.0,0,0
25,2009,16,2010-01-03,25-172,WAS,@,SDG,L 20-23,12,29,2.42,0,1,1,7,7.00,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
26,2010,1,2010-09-12,26-059,SEA,,SFO,W 31-6,,,,,,,,,,,,,,,,,,
27,2010,2,2010-09-19,26-066,SEA,@,DEN,L 14-31,,,,,1,,,,,,,,,,,,,
28,2010,7,2010-10-31,26-108,SEA,@,OAK,L 3-33,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,1,0
29,2010,9,2010-11-14,26-122,BUF,,DET,W 14-12,4,2,0.50,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2010,10,2010-11-21,26-129,BUF,@,CIN,W 49-31,1,11,11.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2010,11,2010-11-28,26-136,BUF,,PIT,L 16-19,3,11,3.67,0,2,2,9,4.50,0,0,0,,0,0,0,0.0,0,0
32,2010,12,2010-12-05,26-143,BUF,@,MIN,L 14-38,,,,,0,,,,,,,,,,,,,
33,2010,13,2010-12-12,26-150,BUF,,CLE,W 13-6,,,,,,,,,,,,,,,,,,
34,2010,14,2010-12-19,26-157,BUF,@,MIA,W 17-14,,,,,,,,,,,,,,,,,,
35,2010,15,2010-12-26,26-164,BUF,,NWE,L 3-34,,,,,,,,,,,,,,,,,,
36,2010,16,2011-01-02,26-171,BUF,@,NYJ,L 7-38,1,-6,-6.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,36 Games,,,,,20-16-0,80,280,3.50,3,20,17,151,8.88,0,1,25,25.00,0,3,18,0.0,1,0
