
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1977,1,1977-09-18,24-332,GNB,@,NOR,W 24-20,0,0,,0,,0,0,,0,1,25,25.00,0
2,1977,2,1977-09-25,24-339,GNB,,HOU,L 10-16,0,0,,0,,0,0,,0,1,14,14.00,0
3,1977,3,1977-10-02,24-346,GNB,@,MIN,L 7-19,0,0,,0,,1,5,5.00,0,0,0,,0
4,1977,4,1977-10-09,24-353,GNB,,CIN,L 7-17,0,0,,0,,1,1,1.00,0,0,0,,0
5,1977,7,1977-10-30,25-009,GNB,,CHI,L 0-26,3,17,5.67,0,,0,0,,0,1,6,6.00,0
6,1977,8,1977-11-06,25-016,GNB,@,KAN,L 10-20,0,0,,0,,0,0,,0,1,7,7.00,0
7,1977,10,1977-11-21,25-031,GNB,@,WAS,L 9-10,4,18,4.50,0,,0,0,,0,1,30,30.00,0
8,1977,14,1977-12-18,25-058,GNB,,SFO,W 16-14,5,18,3.60,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
9,1978,5,1978-10-01,25-345,GNB,,DET,W 35-14,2,5,2.50,0,,1,13,13.00,0,0,0,,0
10,1978,7,1978-10-15,25-359,GNB,,SEA,W 45-28,4,13,3.25,0,,1,17,17.00,0,1,12,12.00,0
11,1978,8,1978-10-22,26-001,GNB,@,MIN,L 7-21,0,0,,0,,0,0,,0,1,19,19.00,0
12,1978,9,1978-10-29,26-008,GNB,,TAM,W 9-7,9,23,2.56,0,,1,6,6.00,0,0,0,,0
13,1978,10,1978-11-05,26-015,GNB,@,PHI,L 3-10,4,18,4.50,0,,3,23,7.67,0,0,0,,0
14,1978,11,1978-11-12,26-022,GNB,,DAL,L 14-42,3,14,4.67,0,,0,0,,0,1,20,20.00,0
15,1978,12,1978-11-19,26-029,GNB,@,DEN,L 3-16,1,1,1.00,0,,0,0,,0,0,0,,0
16,1978,13,1978-11-26,26-036,GNB,,MIN,T 10-10,2,4,2.00,0,,0,0,,0,0,0,,0
17,1978,14,1978-12-03,26-043,GNB,@,TAM,W 17-7,2,9,4.50,0,,0,0,,0,0,0,,0
18,1978,16,1978-12-17,26-057,GNB,@,RAM,L 14-31,3,5,1.67,0,,1,19,19.00,0,1,7,7.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
19,1979,3,1979-09-16,26-330,GNB,,TAM,L 10-21,3,6,2.00,0,,0,0,,0,0,0,,0
20,1979,5,1979-10-01,26-345,GNB,,NWE,W 27-14,2,2,1.00,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
21,1980,6,1980-10-12,27-357,PHI,@,NYG,W 31-16,1,3,3.00,0,,0,0,,0,0,0,,0
,,,21 Games,,,,,8-12-1,48,156,3.25,0,,9,84,9.33,0,9,140,15.56,0
