
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Int,Yds,TD
1,1967,4,1967-10-08,23-111,WAS,,DAL,L 14-17,0,0,,0,,0,0,,0,0,0,,0,2,0,0
2,1967,10,1967-11-19,23-153,WAS,@,DAL,W 27-20,0,0,,0,,0,0,,0,2,66,33.00,0,1,0,0
3,1967,11,1967-11-26,23-160,WAS,@,CLE,L 37-42,0,0,,0,,0,0,,0,2,54,27.00,0,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Int,Yds,TD
4,1968,1,1968-09-15,24-088,WAS,@,CHI,W 38-28,0,0,,0,,0,0,,0,0,0,,0,1,0,0
5,1968,3,1968-09-29,24-102,WAS,@,NYG,L 21-48,0,0,,0,,0,0,,0,2,51,25.50,0,0,0,0
6,1968,4,1968-10-06,24-109,WAS,,PHI,W 17-14,0,0,,0,,0,0,,0,2,44,22.00,0,0,0,0
7,1968,11,1968-11-24,24-158,WAS,,GNB,L 7-27,0,0,,0,,0,0,,0,2,50,25.00,0,0,0,0
8,1968,12,1968-11-28,24-162,WAS,@,DAL,L 20-29,0,0,,0,,0,0,,0,4,83,20.75,0,0,0,0
9,1968,13,1968-12-08,24-172,WAS,,CLE,L 21-24,3,5,1.67,0,,1,15,15.00,0,0,0,,0,0,0,0
,,,9 Games,,,,,3-6-0,3,5,1.67,0,,1,15,15.00,0,14,348,24.86,0,4,0,0
