
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1996,9,1996-11-03,23-253,MIN,,KAN,L 6-21,,,,,0,,,,,0,0,,0
2,1996,10,1996-11-10,23-260,MIN,@,SEA,L 23-42,,,,,0,,,,,0,0,,0
3,1996,11,1996-11-17,23-267,MIN,@,OAK,W 16-13,0,0,,0,0,0,0,,0,1,17,17.00,0
4,1996,12,1996-11-24,23-274,MIN,,DEN,L 17-21,0,0,,0,0,0,0,,0,1,17,17.00,0
5,1996,13,1996-12-01,23-281,MIN,,ARI,W 41-17,,,,,,,,,,0,0,,0
6,1996,14,1996-12-08,23-288,MIN,@,DET,W 24-22,,,,,,,,,,0,0,,0
7,1996,15,1996-12-15,23-295,MIN,,TAM,W 21-10,,,,,,,,,,0,0,,0
8,1996,16,1996-12-22,23-302,MIN,@,GNB,L 10-38,0,0,,0,0,0,0,,0,4,83,20.75,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
9,1997,1,1997-08-31,24-188,MIN,@,BUF,W 34-13,0,0,,0,0,0,0,,0,1,21,21.00,0
10,1997,2,1997-09-07,24-195,MIN,@,CHI,W 27-24,0,0,,0,0,0,0,,0,1,19,19.00,0
11,1997,3,1997-09-14,24-202,MIN,,TAM,L 14-28,,,,,,,,,,0,0,,0
12,1997,4,1997-09-21,24-209,MIN,@,GNB,L 32-38,0,0,,0,0,0,0,,0,1,10,10.00,0
13,1997,5,1997-09-28,24-216,MIN,,PHI,W 28-19,,,,,0,,,,,0,0,,0
14,1997,6,1997-10-05,24-223,MIN,@,ARI,W 20-19,,,,,,,,,,0,0,,0
15,1997,7,1997-10-12,24-230,MIN,,CAR,W 21-14,,,,,0,,,,,0,0,,0
16,1997,8,1997-10-26,24-244,MIN,@,TAM,W 10-6,,,,,0,,,,,0,0,,0
17,1997,9,1997-11-02,24-251,MIN,,NWE,W 23-18,,,,,,,,,,0,0,,0
18,1997,10,1997-11-09,24-258,MIN,,CHI,W 29-22,,,,,0,,,,,0,0,,0
19,1997,11,1997-11-16,24-265,MIN,@,DET,L 15-38,0,0,,0,0,0,0,,0,2,49,24.50,0
20,1997,12,1997-11-23,24-272,MIN,@,NYJ,L 21-23,,,,,0,,,,,0,0,,0
21,1997,13,1997-12-01,24-280,MIN,,GNB,L 11-27,,,,,0,,,,,0,0,,0
22,1997,14,1997-12-07,24-286,MIN,@,SFO,L 17-28,,,,,0,,,,,0,0,,0
23,1997,15,1997-12-14,24-293,MIN,,DET,L 13-14,,,,,,,,,,0,0,,0
24,1997,16,1997-12-21,24-300,MIN,,IND,W 39-28,,,,,,,,,,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
25,1998,15,1998-12-20,25-299,MIN,,JAX,W 50-10,3,7,2.33,0,0,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
