
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
1,1964,6,1964-10-18,24-004,PHI,@,NYG,W 23-17,,0,0,,0,0,0,,0,2,37,18.50,0
2,1964,7,1964-10-25,24-011,PHI,@,PIT,W 34-10,,0,0,,0,1,23,23.00,0,0,0,,0
3,1964,8,1964-11-01,24-018,PHI,,WAS,L 10-21,,2,27,13.50,0,0,0,,0,2,21,10.50,0
4,1964,9,1964-11-08,24-025,PHI,@,RAM,L 10-20,,2,31,15.50,0,1,33,33.00,0,0,0,,0
5,1964,10,1964-11-15,24-032,PHI,@,DAL,W 17-14,,0,0,,0,2,45,22.50,0,0,0,,0
6,1964,11,1964-11-22,24-039,PHI,,STL,L 13-38,,0,0,,0,2,40,20.00,0,1,0,0.00,0
7,1964,12,1964-11-29,24-046,PHI,@,CLE,L 24-38,,0,0,,0,1,26,26.00,0,1,3,3.00,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
8,1965,6,1965-10-24,25-010,PHI,,PIT,L 14-20,,0,0,,0,0,0,,0,1,14,14.00,0
9,1965,7,1965-10-31,25-017,PHI,@,WAS,L 21-23,,0,0,,0,1,0,0.00,0,0,0,,0
10,1965,8,1965-11-07,25-024,PHI,@,CLE,L 34-38,,1,27,27.00,0,0,0,,0,0,0,,0
11,1965,9,1965-11-14,25-031,PHI,,WAS,W 21-14,,0,0,,0,0,0,,0,1,14,14.00,0
,,,11 Games,,,,,4-7-0,,5,85,17.00,0,8,167,20.88,0,8,89,11.13,0
