
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD
1,1994,4,1994-09-25,23-232,WAS,,ATL,L 20-27,0,0,,0
2,1994,5,1994-10-02,23-239,WAS,,DAL,L 7-34,0,0,,0
3,1994,12,1994-11-27,23-295,WAS,,NYG,L 19-21,2,37,18.50,0
4,1994,13,1994-12-04,23-302,WAS,@,TAM,L 21-26,1,8,8.00,0
5,1994,16,1994-12-24,23-322,WAS,@,RAM,W 24-21,0,0,,0
,,,5 Games,,,,,1-4-0,3,45,15.00,0
