
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1977,1,1977-09-18,21-326,SEA,,BAL,L 14-29,0,0,,0,,1,3,3.00,0,0,0,,0
2,1977,2,1977-09-25,21-333,SEA,@,CIN,L 20-42,10,37,3.70,0,,0,0,,0,0,0,,0
3,1977,4,1977-10-09,21-347,SEA,@,NWE,L 0-31,2,7,3.50,0,,1,8,8.00,0,0,0,,0
4,1977,5,1977-10-16,21-354,SEA,,TAM,W 30-23,1,4,4.00,0,,2,16,8.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
5,1978,10,1978-11-05,23-009,SEA,@,CHI,W 31-29,1,7,7.00,0,,1,9,9.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
6,1979,4,1979-09-23,23-331,SEA,@,DEN,L 34-37,2,11,5.50,0,,0,0,,0,0,0,,0
7,1979,5,1979-09-30,23-338,SEA,,KAN,L 6-24,1,-4,-4.00,0,,1,6,6.00,0,0,0,,0
8,1979,7,1979-10-14,23-352,SEA,@,SDG,L 10-20,0,0,,0,,0,0,,0,1,16,16.00,0
9,1979,12,1979-11-18,24-022,SEA,,NOR,W 38-24,2,6,3.00,0,,0,0,,0,0,0,,0
10,1979,14,1979-12-02,24-036,SEA,@,KAN,L 21-37,0,0,,0,,0,0,,0,1,17,17.00,0
,,,10 Games,,,,,3-7-0,19,68,3.58,0,,6,42,7.00,0,2,33,16.50,0
