
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1982,1,1982-09-12,22-184,ATL,@,NYG,W 16-14,0,0,,0,,0,0,,0,2,31,15.50,0
2,1982,2,1982-09-19,22-191,ATL,,RAI,L 14-38,0,0,,0,,0,0,,0,3,69,23.00,0
3,1982,3,1982-11-21,22-254,ATL,,RAM,W 34-17,0,0,,0,,0,0,,0,4,72,18.00,0
4,1982,4,1982-11-28,22-261,ATL,,STL,L 20-23,0,0,,0,,0,0,,0,4,89,22.25,0
5,1982,5,1982-12-05,22-268,ATL,@,DEN,W 34-27,0,0,,0,,0,0,,0,3,54,18.00,0
6,1982,6,1982-12-12,22-275,ATL,,NOR,W 35-0,0,0,,0,,0,0,,0,1,25,25.00,0
7,1982,8,1982-12-26,22-289,ATL,,GNB,L 7-38,0,0,,0,,0,0,,0,4,57,14.25,0
8,1982,9,1983-01-02,22-296,ATL,@,NOR,L 6-35,0,0,,0,,0,0,,0,3,69,23.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
9,1987,3,1987-10-04,27-206,PHI,,CHI,L 3-35,11,34,3.09,0,,2,17,8.50,0,0,0,,0
10,1987,4,1987-10-11,27-213,PHI,@,DAL,L 22-41,17,43,2.53,0,,4,20,5.00,0,0,0,,0
11,1987,5,1987-10-18,27-220,PHI,@,GNB,L 10-16,11,59,5.36,0,,2,16,8.00,0,1,20,20.00,0
,,,11 Games,,,,,4-7-0,39,136,3.49,0,,8,53,6.63,0,25,486,19.44,0
