
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD
1,1989,7,1989-10-22,23-287,NOR,@,RAM,W 40-21,0,0,,0
2,1989,8,1989-10-29,23-294,NOR,,ATL,W 20-13,1,15,15.00,0
3,1989,10,1989-11-12,23-308,NOR,@,NWE,W 28-24,0,0,,0
4,1989,11,1989-11-19,23-315,NOR,@,ATL,W 26-17,0,0,,0
5,1989,12,1989-11-26,23-322,NOR,,RAM,L 17-20,1,19,19.00,0
,,,5 Games,,,,,4-1-0,2,34,17.00,0
