
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2009,1,2009-09-13,24-200,MIN,@,CLE,W 34-20,,,,,,,,,,,,,
2,2009,2,2009-09-20,24-207,MIN,@,DET,W 27-13,,,,,,,,,,,,,
3,2009,3,2009-09-27,24-214,MIN,,SFO,W 27-24,,,,,,,,,,,,,
4,2009,4,2009-10-05,24-222,MIN,,GNB,W 30-23,,,,,,,,,,,,,
5,2009,13,2009-12-13,24-291,MIN,,CIN,W 30-10,2,13,6.50,0,0,0,0,,0,0,0,,0
6,2009,15,2009-12-28,24-306,MIN,@,CHI,L 30-36,,,,,,,,,,,,,
7,2009,16,2010-01-03,24-312,MIN,,NYG,W 44-7,10,40,4.00,0,0,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
8,2010,1,2010-09-09,25-196,MIN,@,NOR,L 9-14,3,2,0.67,0,2,2,11,5.50,0,0,0,,0
9,2010,5,2010-10-17,25-234,MIN,,DAL,W 24-21,,,,,,,,,,,,,
10,2010,12,2010-12-05,25-283,MIN,,BUF,W 38-14,10,27,2.70,0,0,0,0,,0,1,25,25.00,0
,,,10 Games,,,,,8-2-0,25,82,3.28,0,2,2,11,5.50,0,1,25,25.00,0
