
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2008,13,2008-12-07,24-092,CIN,@,IND,L 3-35,3,4,1.33,0,0,0,0,,0,0,0,,0
2,2008,14,2008-12-14,24-099,CIN,,WAS,W 20-13,,,,,,,,,,,,,
3,2008,15,2008-12-21,24-106,CIN,@,CLE,W 14-0,3,10,3.33,0,3,3,27,9.00,0,1,13,13.00,0
4,2008,16,2008-12-28,24-113,CIN,,KAN,W 16-6,3,15,5.00,0,4,3,20,6.67,0,0,0,,0
,,,4 Games,,,,,3-1-0,9,29,3.22,0,7,6,47,7.83,0,1,13,13.00,0
