
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1987,3,1987-10-04,24-018,PHI,,CHI,L 3-35,2,0,0.00,0,,0,0,,0,0,0,,0,0,0
2,1987,4,1987-10-11,24-025,PHI,@,DAL,L 22-41,1,0,0.00,0,,1,13,13.00,1,1,0,0.00,0,1,6
3,1987,5,1987-10-18,24-032,PHI,@,GNB,L 10-16,0,0,,0,,0,0,,0,0,0,,0,,
,,,3 Games,,,,,0-3-0,3,0,0.00,0,,1,13,13.00,1,1,0,0.00,0,1,6
