
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1970,6,1970-10-25,22-227,OAK,,PIT,W 31-14,2,2,1.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
2,1971,1,1971-09-19,23-191,OAK,@,NWE,L 6-20,9,32,3.56,0,,1,7,7.00,0,0,0,,0,0,0,,0,0,0
3,1971,2,1971-09-26,23-198,OAK,@,SDG,W 34-0,2,22,11.00,0,,0,0,,0,1,21,21.00,0,0,0,,0,0,0
4,1971,3,1971-10-04,23-206,OAK,@,CLE,W 34-20,0,0,,0,,1,11,11.00,0,1,24,24.00,0,0,0,,0,0,0
5,1971,4,1971-10-10,23-212,OAK,@,DEN,W 27-16,7,18,2.57,0,,0,0,,0,2,59,29.50,0,0,0,,0,0,0
6,1971,5,1971-10-17,23-219,OAK,,PHI,W 34-10,4,28,7.00,1,,0,0,,0,0,0,,0,0,0,,0,1,6
7,1971,6,1971-10-24,23-226,OAK,,CIN,W 31-27,0,0,,0,,0,0,,0,4,66,16.50,0,0,0,,0,0,0
8,1971,7,1971-10-31,23-233,OAK,,KAN,T 20-20,6,47,7.83,0,,0,0,,0,2,50,25.00,0,0,0,,0,0,0
9,1971,8,1971-11-07,23-240,OAK,@,NOR,T 21-21,10,43,4.30,0,,0,0,,0,3,58,19.33,0,0,0,,0,0,0
10,1971,9,1971-11-14,23-247,OAK,,HOU,W 41-21,13,52,4.00,0,,2,44,22.00,0,1,0,0.00,0,0,0,,0,0,0
11,1971,10,1971-11-21,23-254,OAK,,SDG,W 34-33,14,49,3.50,0,,2,11,5.50,0,2,44,22.00,0,0,0,,0,0,0
12,1971,11,1971-11-28,23-261,OAK,,BAL,L 14-37,7,6,0.86,0,,2,23,11.50,0,2,57,28.50,0,0,0,,0,0,0
13,1971,12,1971-12-05,23-268,OAK,@,ATL,L 13-24,2,6,3.00,0,,1,11,11.00,0,0,0,,0,0,0,,0,0,0
14,1971,13,1971-12-12,23-275,OAK,@,KAN,L 14-16,2,4,2.00,0,,1,2,2.00,0,0,0,,0,1,0,0.00,0,0,0
15,1971,14,1971-12-19,23-282,OAK,,DEN,W 21-13,0,0,,0,,0,0,,0,3,75,25.00,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
16,1972,1,1972-09-17,24-189,OAK,@,PIT,L 28-34,5,-8,-1.60,1,,1,22,22.00,0,0,0,,0,0,0,,0,1,6
17,1972,2,1972-09-24,24-196,OAK,@,GNB,W 20-14,1,2,2.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
18,1972,3,1972-10-01,24-203,OAK,,SDG,T 17-17,1,1,1.00,0,,1,12,12.00,0,0,0,,0,0,0,,0,0,0
19,1972,7,1972-10-29,24-231,OAK,,RAM,W 45-17,2,16,8.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
20,1973,1,1973-09-17,25-189,GNB,,NYJ,W 23-7,2,2,1.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
21,1973,2,1973-09-23,25-195,GNB,,DET,T 13-13,1,-1,-1.00,0,,0,0,,0,1,18,18.00,0,0,0,,0,0,0
22,1973,5,1973-10-14,25-216,GNB,,KAN,T 10-10,1,2,2.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
23,1973,6,1973-10-21,25-223,GNB,@,RAM,L 7-24,1,1,1.00,0,,0,0,,0,0,0,,0,0,0,,0,0,0
24,1973,7,1973-10-28,25-230,GNB,@,DET,L 0-34,2,3,1.50,0,,0,0,,0,0,0,,0,0,0,,0,0,0
,,,24 Games,,,,,12-7-5,94,327,3.48,2,,12,143,11.92,0,22,472,21.45,0,1,0,0.00,0,2,12
