
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts,Sk,Tkl,Ast
1,2006,1,2006-09-10,23-130,IND,@,NYG,W 26-21,7,26,3.71,0,3,3,22,7.33,0,0,0,,0,0,0,,,,0,0,0.0,0,0
2,2006,2,2006-09-17,23-137,IND,,HOU,W 43-24,16,82,5.13,0,2,2,22,11.00,1,0,0,,0,0,0,,,,1,6,0.0,0,0
3,2006,3,2006-09-24,23-144,IND,,JAX,W 21-14,3,15,5.00,0,5,3,13,4.33,0,0,0,,0,0,0,,,,0,0,0.0,0,0
4,2006,4,2006-10-01,23-151,IND,@,NYJ,W 31-28,20,84,4.20,1,4,3,15,5.00,0,0,0,,0,0,0,,,,1,6,0.0,0,0
5,2006,5,2006-10-08,23-158,IND,,TEN,W 14-13,13,62,4.77,0,3,2,15,7.50,0,0,0,,0,0,0,,,,0,0,0.0,0,0
6,2006,6,2006-10-22,23-172,IND,,WAS,W 36-22,11,85,7.73,0,2,1,20,20.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
7,2006,7,2006-10-29,23-179,IND,@,DEN,W 34-31,17,93,5.47,0,6,5,37,7.40,0,0,0,,0,0,0,,,,0,0,0.0,0,0
8,2006,8,2006-11-05,23-186,IND,@,NWE,W 27-20,18,43,2.39,1,1,0,0,,0,0,0,,0,0,0,,,,1,6,0.0,0,0
9,2006,9,2006-11-12,23-193,IND,,BUF,W 17-16,13,78,6.00,1,8,7,46,6.57,0,0,0,,0,0,0,,,,1,6,0.0,0,0
10,2006,10,2006-11-19,23-200,IND,@,DAL,L 14-21,13,50,3.85,0,1,1,7,7.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
11,2006,11,2006-11-26,23-207,IND,,PHI,W 45-21,24,171,7.13,4,3,2,37,18.50,0,0,0,,0,0,0,,,,4,24,0.0,0,0
12,2006,12,2006-12-03,23-214,IND,@,TEN,L 17-20,16,56,3.50,0,1,1,11,11.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
13,2006,13,2006-12-10,23-221,IND,@,JAX,L 17-44,11,22,2.00,0,1,1,14,14.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
14,2006,14,2006-12-18,23-229,IND,,CIN,W 34-16,8,50,6.25,0,3,2,29,14.50,0,0,0,,0,0,0,,,,0,0,0.0,0,0
15,2006,15,2006-12-24,23-235,IND,@,HOU,L 24-27,15,100,6.67,0,4,4,8,2.00,0,0,0,,0,0,0,,,,0,0,0.0,0,0
16,2006,16,2006-12-31,23-242,IND,,MIA,W 27-22,21,64,3.05,0,3,3,29,9.67,0,0,0,,0,0,0,,,,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
