
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
1,2004,10,2004-11-21,27-074,GNB,@,HOU,W 16-13,6,42,7.00,0,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
2,2005,7,2005-10-30,28-052,GNB,@,CIN,L 14-21,0,0,,0,,0,0,,0
3,2005,8,2005-11-06,28-059,GNB,,PIT,L 10-20,0,0,,0,2,1,19,19.00,0
,,,3 Games,,,,,1-2-0,6,42,7.00,0,2,1,19,19.00,0
