
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2000,2,2000-09-10,23-010,GNB,@,BUF,L 18-27,1,-6,-6.00,0,0,0,0,,0,0,0,,0
2,2000,3,2000-09-17,23-017,GNB,,PHI,W 6-3,,,,,,,,,,,,,
3,2000,4,2000-09-24,23-024,GNB,@,ARI,W 29-3,2,4,2.00,0,0,0,0,,0,0,0,,0
4,2000,5,2000-10-01,23-031,GNB,,CHI,L 24-27,,,,,,,,,,,,,
5,2000,6,2000-10-08,23-038,GNB,@,DET,L 24-31,0,0,,0,1,1,0,0.00,0,4,129,32.25,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
6,2001,3,2001-09-30,24-030,GNB,@,CAR,W 28-7,1,-1,-1.00,0,0,0,0,,0,0,0,,0
7,2001,5,2001-10-14,24-044,GNB,,BAL,W 31-23,,,,,,,,,,,,,
8,2001,12,2001-12-09,24-100,GNB,,CHI,W 17-7,0,0,,0,0,0,0,,0,1,21,21.00,0
9,2001,13,2001-12-16,24-107,GNB,@,TEN,L 20-26,,,,,,,,,,,,,
10,2001,14,2001-12-23,24-114,GNB,,CLE,W 30-7,,,,,,,,,,,,,
11,2001,15,2001-12-30,24-121,GNB,,MIN,W 24-13,,,,,,,,,,,,,
12,2001,16,2002-01-06,24-128,GNB,@,NYG,W 34-25,,,,,0,,,,,,,,
,,,12 Games,,,,,8-4-0,4,-3,-0.75,0,1,1,0,0.00,0,5,150,30.00,0
