
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1987,3,1987-10-04,24-124,CIN,,SDG,L 9-10,10,32,3.20,0,,1,4,4.00,0,0,0,,0
2,1987,4,1987-10-11,24-131,CIN,@,SEA,W 17-10,10,35,3.50,0,,2,17,8.50,0,2,43,21.50,0
3,1987,5,1987-10-18,24-138,CIN,,CLE,L 0-34,4,7,1.75,0,,1,7,7.00,0,3,60,20.00,0
4,1987,11,1987-11-29,24-180,CIN,@,NYJ,L 20-27,0,0,,0,,0,0,,0,3,71,23.67,0
5,1987,12,1987-12-06,24-187,CIN,,KAN,W 30-27,0,0,,0,,0,0,,0,5,92,18.40,0
,,,5 Games,,,,,2-3-0,24,74,3.08,0,,4,28,7.00,0,13,266,20.46,0
