
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
1,1987,3,1987-10-04,22-176,CHI,@,PHI,W 35-3,1,1,1.00,0,,1,26,26.00,0
2,1987,4,1987-10-11,22-183,CHI,,MIN,W 27-7,1,7,7.00,0,,0,0,,0
3,1987,5,1987-10-18,22-190,CHI,,NOR,L 17-19,0,0,,0,,0,0,,0
,,,3 Games,,,,,2-1-0,2,8,4.00,0,,1,26,26.00,0
