
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1977,1,1977-09-18,24-018,NYJ,@,HOU,L 0-20,13,43,3.31,0,,0,0,,0,0,0
2,1977,2,1977-09-25,24-025,NYJ,,BAL,L 12-20,12,36,3.00,1,,0,0,,0,1,6
3,1977,3,1977-10-02,24-032,NYJ,,NWE,W 30-27,10,31,3.10,0,,2,5,2.50,1,1,6
4,1977,4,1977-10-09,24-039,NYJ,@,BUF,W 24-19,13,47,3.62,0,,0,0,,0,0,0
5,1977,5,1977-10-16,24-046,NYJ,@,MIA,L 17-21,2,-6,-3.00,0,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
6,1978,12,1978-11-19,25-080,TAM,,BUF,W 31-10,4,23,5.75,0,,0,0,,0,0,0
7,1978,14,1978-12-03,25-094,TAM,,GNB,L 7-17,5,16,3.20,0,,2,31,15.50,0,0,0
8,1978,15,1978-12-10,25-101,TAM,@,SFO,L 3-6,2,3,1.50,0,,0,0,,0,0,0
,,,8 Games,,,,,3-5-0,61,193,3.16,1,,4,36,9.00,1,2,12
