
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1963,4,1963-10-06,23-226,SFO,@,DET,L 3-26,2,2,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
2,1963,10,1963-11-17,23-268,SFO,@,NYG,L 14-48,1,7,7.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
3,1963,11,1963-11-24,23-275,SFO,@,GNB,L 10-28,5,17,3.40,0,,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
4,1963,13,1963-12-08,23-289,SFO,@,CHI,L 7-27,0,0,,0,,1,8,8.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
5,1964,2,1964-09-20,24-211,SFO,@,PHI,W 28-24,18,43,2.39,3,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,18
6,1964,3,1964-09-27,24-218,SFO,,STL,L 13-23,6,15,2.50,0,,4,31,7.75,0,0,0,,0,0,0,,,,0,0,,0,0,0
7,1964,4,1964-10-04,24-225,SFO,,CHI,W 31-21,13,38,2.92,1,,1,12,12.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
8,1964,5,1964-10-11,24-232,SFO,@,GNB,L 14-24,9,6,0.67,1,,5,51,10.20,0,0,0,,0,0,0,,,,0,0,,0,1,6
9,1964,6,1964-10-18,24-239,SFO,@,RAM,L 14-42,3,10,3.33,0,,3,21,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
10,1964,7,1964-10-25,24-246,SFO,,MIN,L 22-27,13,42,3.23,0,,3,1,0.33,0,0,0,,0,0,0,,,,0,0,,0,0,0
11,1964,8,1964-11-01,24-253,SFO,@,BAL,L 7-37,9,8,0.89,0,,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
12,1964,9,1964-11-08,24-260,SFO,@,MIN,L 7-24,3,32,10.67,0,,3,41,13.67,0,0,0,,0,0,0,,,,0,0,,0,0,0
13,1964,10,1964-11-15,24-267,SFO,,GNB,W 24-14,13,21,1.62,1,,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
14,1964,11,1964-11-22,24-274,SFO,@,CHI,L 21-23,8,27,3.38,1,,2,11,5.50,0,0,0,,0,0,0,,,,0,0,,0,1,6
15,1964,12,1964-11-29,24-281,SFO,,BAL,L 3-14,1,4,4.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
16,1964,13,1964-12-06,24-288,SFO,,RAM,W 28-7,0,0,,0,,0,0,,0,1,1,100.00,69,1,0,158.3,69.00,89.00,0,0,,0,0,0
17,1964,14,1964-12-13,24-295,SFO,@,DET,L 7-24,4,10,2.50,0,,2,5,2.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
18,1965,1,1965-09-19,25-209,PIT,,GNB,L 9-41,6,19,3.17,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
19,1965,2,1965-09-26,25-216,PIT,@,SFO,L 17-27,15,49,3.27,0,,4,49,12.25,0,0,0,,0,0,0,,,,0,0,,0,0,0
20,1965,3,1965-10-03,25-223,PIT,,NYG,L 13-23,11,34,3.09,0,,3,40,13.33,0,0,0,,0,0,0,,,,0,0,,0,0,0
21,1965,4,1965-10-09,25-229,PIT,@,CLE,L 19-24,13,56,4.31,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
22,1965,5,1965-10-17,25-237,PIT,,STL,L 7-20,8,42,5.25,0,,1,-6,-6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
23,1965,6,1965-10-24,25-244,PIT,@,PHI,W 20-14,16,30,1.88,0,,2,11,5.50,1,0,0,,0,0,0,,,,0,0,,0,1,6
24,1965,7,1965-10-31,25-251,PIT,,DAL,W 22-13,13,31,2.38,0,,3,24,8.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
25,1965,8,1965-11-07,25-258,PIT,@,STL,L 17-21,5,15,3.00,1,,1,32,32.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
26,1965,9,1965-11-14,25-265,PIT,@,DAL,L 17-24,9,26,2.89,0,,4,25,6.25,0,0,0,,0,0,0,,,,0,0,,0,0,0
27,1965,10,1965-11-21,25-272,PIT,,WAS,L 3-31,8,42,5.25,0,,2,47,23.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
28,1965,11,1965-11-28,25-279,PIT,,CLE,L 21-42,0,0,,0,,1,-3,-3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
29,1965,12,1965-12-05,25-286,PIT,@,NYG,L 10-35,3,24,8.00,0,,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
30,1965,13,1965-12-12,25-293,PIT,,PHI,L 13-47,4,7,1.75,0,,3,10,3.33,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
31,1966,5,1966-10-08,26-228,PIT,@,CLE,L 10-41,3,4,1.33,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
32,1966,6,1966-10-16,26-236,PIT,,PHI,L 14-31,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,15,15.00,0,0,0
,,,32 Games,,,,,6-26-0,222,661,2.98,8,,52,427,8.21,1,1,1,100.00,69,1,0,158.3,69.00,89.00,1,15,15.00,0,9,54
