
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,23-112,DET,,TAM,L 27-31,12,46,3.83,0
2,1987,4,1987-10-11,23-119,DET,@,GNB,W 19-16,19,50,2.63,0
3,1987,5,1987-10-18,23-126,DET,,SEA,L 14-37,2,17,8.50,0
,,,3 Games,,,,,1-2-0,33,113,3.42,0
