
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,2PM,TD,Pts
1,2010,10,2010-11-22,25-063,SDG,,DEN,W 35-14,1,9,9.00,0,0,0,0,,0,0,0,,0,,0,0
2,2010,11,2010-11-28,25-069,SDG,@,IND,W 36-14,1,2,2.00,0,0,0,0,,0,0,0,,0,,0,0
3,2010,16,2011-01-02,25-104,SDG,@,DEN,W 33-28,0,0,,0,,0,0,,0,1,29,29.00,0,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,2PM,TD,Pts
4,2011,6,2011-10-23,26-033,SDG,@,NYJ,L 21-27,,,,,,,,,,,,,,,,
5,2011,7,2011-10-31,26-041,SDG,@,KAN,L 20-23,10,43,4.30,1,3,3,24,8.00,0,1,12,12.00,0,1,1,8
6,2011,8,2011-11-06,26-047,SDG,,GNB,L 38-45,,,,,,,,,,,,,,,,
7,2011,9,2011-11-10,26-051,SDG,,OAK,L 17-24,0,0,,0,0,0,0,,0,1,22,22.00,0,,0,0
8,2011,10,2011-11-20,26-061,SDG,@,CHI,L 20-31,,,,,,,,,,,,,,,,
9,2011,11,2011-11-27,26-068,SDG,,DEN,L 13-16,1,1,1.00,0,1,1,5,5.00,0,0,0,,0,,0,0
10,2011,12,2011-12-05,26-076,SDG,@,JAX,W 38-14,3,5,1.67,0,0,0,0,,0,0,0,,0,,0,0
11,2011,14,2011-12-18,26-089,SDG,,BAL,W 34-14,,,,,,,,,,,,,,,,
12,2011,15,2011-12-24,26-095,SDG,@,DET,L 10-38,,,,,,,,,,,,,,,,
13,2011,16,2012-01-01,26-103,SDG,@,OAK,W 38-26,16,52,3.25,0,5,3,12,4.00,0,0,0,,0,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,2PM,TD,Pts
14,2012,1,2012-09-10,26-356,SDG,@,OAK,W 22-14,10,12,1.20,0,5,3,28,9.33,0,0,0,,0,,0,0
15,2012,2,2012-09-16,26-362,SDG,,TEN,W 38-10,18,43,2.39,0,4,4,23,5.75,0,0,0,,0,,0,0
16,2012,3,2012-09-23,27-003,SDG,,ATL,L 3-27,1,5,5.00,0,2,2,12,6.00,0,0,0,,0,,0,0
17,2012,6,2012-10-15,27-025,SDG,,DEN,L 24-35,0,0,,0,0,0,0,,0,1,11,11.00,0,,0,0
18,2012,8,2012-11-01,27-042,SDG,,KAN,W 31-13,0,0,,0,0,0,0,,0,1,24,24.00,0,,0,0
19,2012,9,2012-11-11,27-052,SDG,@,TAM,L 24-34,0,0,,0,0,0,0,,0,2,51,25.50,0,,0,0
20,2012,10,2012-11-18,27-059,SDG,@,DEN,L 23-30,,,,,,,,,,,,,,,,
21,2012,14,2012-12-16,27-087,SDG,,CAR,L 7-31,6,42,7.00,0,3,3,14,4.67,0,0,0,,0,,0,0
22,2012,15,2012-12-23,27-094,SDG,@,NYJ,W 27-17,1,3,3.00,0,1,0,0,,0,0,0,,0,,0,0
23,2012,16,2012-12-30,27-101,SDG,,OAK,W 24-21,3,10,3.33,0,0,0,0,,0,0,0,,0,,0,0
,,,23 Games,,,,,11-12-0,71,227,3.20,1,24,19,118,6.21,0,7,149,21.29,0,1,1,8
