
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1960,1,1960-09-09,,DEN,@,BOS,W 13-10,9,17,1.89,0,,0,0,,0,0,0,,0
2,1960,2,1960-09-18,,DEN,@,BUF,W 27-21,10,36,3.60,0,,0,0,,0,0,0,,0
3,1960,3,1960-09-23,,DEN,@,NYT,L 24-28,8,40,5.00,0,,0,0,,0,0,0,,0
4,1960,4,1960-10-02,,DEN,,OAK,W 31-14,7,27,3.86,0,,0,0,,0,0,0,,0
5,1960,5,1960-10-16,,DEN,,LAC,L 19-23,3,73,24.33,0,,0,0,,0,0,0,,0
6,1960,8,1960-11-06,,DEN,,HOU,L 25-45,6,45,7.50,0,,1,11,11.00,0,0,0,,0
7,1960,9,1960-11-13,,DEN,@,DTX,L 7-34,0,0,,0,,1,2,2.00,0,2,60,30.00,0
,,,7 Games,,,,,3-4-0,43,238,5.53,0,,2,13,6.50,0,2,60,30.00,0
