
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2004,1,2004-09-11,23-282,MIA,,TEN,L 7-17,1,1,4,4.00,0
2,2004,2,2004-09-19,23-290,MIA,@,CIN,L 13-16,,,,,
3,2004,3,2004-09-26,23-297,MIA,,PIT,L 3-13,1,,,,
,,,3 Games,,,,,0-3-0,2,1,4,4.00,0
