
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Ret,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts,Int,Yds,TD,Pnt,Yds,Y/P,Blck
1,1960,1,1960-09-11,25-297,BUF,@,NYT,L 3-27,0,0,,0,0,0,,0,,,,,,,0,0,0,0,0,5,180,36.00,0
2,1960,2,1960-09-18,25-304,BUF,,DEN,L 21-27,0,0,,0,0,0,,0,,,,,,,0,0,0,0,0,4,158,39.50,0
3,1960,3,1960-09-23,25-309,BUF,@,BOS,W 13-0,0,0,,0,0,0,,0,1,2,50.0,,1,0.0,0,1,1,0,0,7,289,41.29,0
4,1960,4,1960-10-02,25-318,BUF,,LAC,L 10-24,1,36,36.00,0,0,0,,0,1,1,100.0,,,,0,1,0,0,0,4,156,39.00,0
5,1960,5,1960-10-16,25-332,BUF,,NYT,L 13-17,0,0,,0,0,0,,0,1,2,50.0,,1,0.0,0,1,3,23,0,8,299,37.38,0
6,1960,6,1960-10-23,25-339,BUF,,OAK,W 38-9,0,0,,0,0,0,,0,5,5,100.0,,,,0,5,0,0,0,8,312,39.00,0
7,1960,7,1960-10-30,25-346,BUF,,HOU,W 25-24,0,0,,0,0,0,,0,1,2,50.0,3,5,60.0,0,10,0,0,0,7,276,39.43,0
8,1960,8,1960-11-06,25-353,BUF,,DTX,L 28-45,0,0,,0,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,0,5,164,32.80,0
9,1960,9,1960-11-13,25-360,BUF,@,OAK,L 7-20,0,0,,0,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,0,9,351,39.00,0
10,1960,10,1960-11-20,26-001,BUF,@,LAC,W 32-3,0,0,,0,0,0,,0,2,5,40.0,,,,0,2,0,0,0,8,315,39.38,0
11,1960,11,1960-11-27,26-008,BUF,@,DEN,T 38-38,0,0,,0,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,0,6,180,30.00,0
12,1960,12,1960-12-04,26-015,BUF,,BOS,W 38-14,0,0,,0,0,0,,0,5,5,100.0,,1,0.0,0,5,0,0,0,8,338,42.25,0
13,1960,13,1960-12-11,26-022,BUF,@,HOU,L 23-31,1,11,11.00,0,0,0,,0,2,2,100.0,,,,0,2,1,0,0,5,178,35.60,0
14,1960,14,1960-12-18,26-029,BUF,@,DTX,L 7-24,0,0,,0,0,0,,0,1,1,100.0,,,,0,1,0,0,0,5,272,54.40,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Ret,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts,Int,Yds,TD,Pnt,Yds,Y/P,Blck
15,1961,1,1961-09-10,26-295,BUF,,DEN,L 10-22,0,0,,0,0,0,,0,,,,,,,0,0,0,0,0,8,332,41.50,0
16,1961,2,1961-09-17,26-302,BUF,,NYT,W 41-31,0,0,,0,0,0,,0,5,5,100.0,,,,0,5,2,3,0,5,201,40.20,0
17,1961,3,1961-09-23,26-308,BUF,,BOS,L 21-23,0,0,,0,0,0,,0,3,3,100.0,,,,0,3,0,0,0,9,467,51.89,0
18,1961,4,1961-09-30,26-315,BUF,,SDG,L 11-19,0,0,,0,0,0,,0,,,,,,,0,0,0,0,0,3,124,41.33,0
19,1961,5,1961-10-08,26-323,BUF,@,HOU,W 22-12,0,0,,0,2,30,15.00,0,2,2,100.0,,,,0,2,1,19,0,7,237,33.86,1
20,1961,6,1961-10-15,26-330,BUF,,DTX,W 27-24,1,31,31.00,0,0,0,,0,3,3,100.0,,,,0,3,2,27,0,5,229,45.80,0
21,1961,7,1961-10-22,26-337,BUF,@,BOS,L 21-52,0,0,,0,0,0,,0,3,3,100.0,,,,0,3,0,0,0,5,273,54.60,0
22,1961,8,1961-10-29,26-344,BUF,,HOU,L 16-28,1,56,56.00,1,0,0,,0,1,1,100.0,,,,1,7,0,0,0,5,208,41.60,0
23,1961,9,1961-11-05,26-351,BUF,,OAK,L 22-31,0,0,,0,0,0,,0,2,2,100.0,,,,0,2,0,0,0,5,246,49.20,0
