
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1972,1,1972-09-17,22-355,CHI,,ATL,L 21-37,3,11,3.67,0,,1,17,17.00,0,0,0
2,1972,2,1972-09-24,22-362,CHI,,RAM,T 13-13,5,5,1.00,0,,0,0,,0,0,0
3,1972,4,1972-10-08,23-010,CHI,@,GNB,L 17-20,0,0,,0,,2,32,16.00,0,0,0
4,1972,5,1972-10-15,23-017,CHI,@,CLE,W 17-0,1,7,7.00,0,,0,0,,0,0,0
5,1972,7,1972-10-29,23-031,CHI,@,STL,W 27-10,3,9,3.00,0,,1,-2,-2.00,0,0,0
6,1972,11,1972-11-26,23-059,CHI,,CIN,L 3-13,0,0,,0,,3,71,23.67,0,0,0
7,1972,13,1972-12-10,23-073,CHI,@,PHI,W 21-12,8,40,5.00,1,,0,0,,0,1,6
8,1972,14,1972-12-17,23-080,CHI,@,OAK,L 21-28,13,34,2.62,0,,1,2,2.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
9,1973,7,1973-10-28,24-030,CHI,,HOU,W 35-14,5,11,2.20,0,,0,0,,0,0,0
10,1973,8,1973-11-04,24-037,CHI,@,GNB,W 31-17,0,0,,0,,2,18,9.00,0,0,0
11,1973,9,1973-11-12,24-045,CHI,@,KAN,L 7-19,1,4,4.00,0,,1,0,0.00,0,0,0
12,1973,10,1973-11-18,24-051,CHI,,DET,L 7-30,2,3,1.50,0,,1,3,3.00,0,0,0
13,1973,11,1973-11-25,24-058,CHI,@,MIN,L 13-31,0,0,,0,,1,6,6.00,0,0,0
14,1973,12,1973-12-02,24-065,CHI,,RAM,L 0-26,1,-2,-2.00,0,,1,10,10.00,0,0,0
15,1973,13,1973-12-09,24-072,CHI,@,DET,L 7-40,2,15,7.50,0,,2,2,1.00,0,0,0
16,1973,14,1973-12-16,24-079,CHI,,GNB,L 0-21,13,39,3.00,0,,1,21,21.00,0,0,0
,,,16 Games,,,,,5-10-1,57,176,3.09,1,,17,180,10.59,0,1,6
