
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD
1,1974,1,1974-09-15,22-020,ATL,,DAL,L 0-24,3,8,2.67,0,0,0,,0
2,1974,4,1974-10-06,22-041,ATL,@,NYG,W 14-7,4,22,5.50,0,0,0,,0
3,1974,10,1974-11-17,22-083,ATL,,BAL,L 7-17,0,0,,0,3,74,24.67,0
4,1974,13,1974-12-07,22-103,ATL,@,MIN,L 10-23,0,0,,0,4,74,18.50,0
5,1974,14,1974-12-15,22-111,ATL,,GNB,W 10-3,0,0,,0,1,19,19.00,0
,,,5 Games,,,,,2-3-0,7,30,4.29,0,8,167,20.88,0
