
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1987,3,1987-10-04,24-146,GNB,@,MIN,W 23-16,19,72,3.79,0,,0,0,,0,0,0,,0
2,1987,4,1987-10-11,24-153,GNB,,DET,L 16-19,18,79,4.39,0,,4,24,6.00,0,0,37,,0
3,1987,5,1987-10-18,24-160,GNB,,PHI,W 16-10,16,100,6.25,0,,2,13,6.50,0,0,0,,0
,,,3 Games,,,,,2-1-0,53,251,4.74,0,,6,37,6.17,0,0,37,,0
