
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1967,2,1967-09-10,21-281,DEN,@,OAK,L 0-51,2,7,3.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
2,1967,6,1967-10-08,21-309,DEN,,BUF,L 16-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,27,27.00,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
3,1968,2,1968-09-22,22-294,DEN,@,KAN,L 2-34,4,16,4.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
4,1968,3,1968-09-29,22-301,DEN,,BOS,L 17-20,7,25,3.57,1,,1,22,22.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,6
5,1968,4,1968-10-06,22-308,DEN,,CIN,W 10-7,8,39,4.88,0,,0,0,,0,1,1,100.00,4,0,0,83.3,4.00,4.00,0,0,,0,0,0,,0,0,0
6,1968,5,1968-10-13,22-315,DEN,@,NYJ,W 21-13,14,34,2.43,2,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,2,12
7,1968,6,1968-10-20,22-322,DEN,@,SDG,L 24-55,6,13,2.17,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
8,1968,7,1968-10-27,22-329,DEN,,MIA,W 21-14,11,35,3.18,0,,2,21,10.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
9,1968,8,1968-11-03,22-336,DEN,@,BOS,W 35-14,10,34,3.40,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,6
10,1968,10,1968-11-17,22-350,DEN,@,HOU,L 17-38,6,25,4.17,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
11,1969,1,1969-09-14,23-285,DEN,,BOS,W 35-7,1,7,7.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
12,1969,6,1969-10-19,23-320,DEN,@,CIN,W 30-23,4,56,14.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
