
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
1,2007,8,2007-10-28,23-136,MIA,,NYG,L 10-13,0,0,,0,,0,0,,0,0,0,,0,0.0,0,0
2,2007,9,2007-11-11,23-150,MIA,,BUF,L 10-13,0,0,,0,,0,0,,0,0,0,,0,0.0,0,0
3,2007,10,2007-11-18,23-157,MIA,@,PHI,L 7-17,0,0,,0,,0,0,,0,0,0,,0,0.0,0,0
4,2007,12,2007-12-02,23-171,MIA,,NYJ,L 13-40,1,6,6.00,0,7,6,63,10.50,0,0,0,,0,0.0,0,0
5,2007,13,2007-12-09,23-178,MIA,@,BUF,L 17-38,4,13,3.25,0,8,6,34,5.67,0,0,0,,0,0.0,0,0
6,2007,14,2007-12-16,23-185,MIA,,BAL,W 22-16,8,17,2.13,0,8,6,60,10.00,0,0,0,,0,0.0,0,0
7,2007,15,2007-12-23,23-192,MIA,@,NWE,L 7-28,8,56,7.00,0,5,3,26,8.67,0,0,0,,0,0.0,0,0
8,2007,16,2007-12-30,23-199,MIA,,CIN,L 25-38,7,33,4.71,0,8,7,54,7.71,0,0,0,,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
9,2008,1,2008-09-07,24-085,PHI,,STL,W 38-3,5,9,1.80,0,0,0,0,,0,0,0,,0,0.0,0,0
10,2008,2,2008-09-15,24-093,PHI,@,DAL,L 37-41,0,0,,0,2,2,8,4.00,0,0,0,,0,0.0,0,0
11,2008,3,2008-09-21,24-099,PHI,,PIT,W 15-6,5,11,2.20,0,3,2,5,2.50,0,0,0,,0,0.0,0,0
12,2008,4,2008-09-28,24-106,PHI,@,CHI,L 20-24,2,7,3.50,0,2,1,-3,-3.00,0,0,0,,0,0.0,0,0
13,2008,5,2008-10-05,24-113,PHI,,WAS,L 17-23,,,,,1,,,,,,,,,,,
14,2008,6,2008-10-12,24-120,PHI,@,SFO,W 40-26,1,5,5.00,0,1,0,0,,0,0,0,,0,0.0,0,0
15,2008,7,2008-10-26,24-134,PHI,,ATL,W 27-14,,,,,,,,,,,,,,,,
