
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1960,5,1960-10-23,25-189,DAL,@,STL,L 10-12,4,3,0.75,0,,1,6,6.00,0,0,0,,0,0,0
2,1960,6,1960-10-30,25-196,DAL,,BAL,L 7-45,1,4,4.00,0,,0,0,,0,0,0,,0,0,0
3,1960,7,1960-11-06,25-203,DAL,,RAM,L 13-38,9,91,10.11,1,,2,27,13.50,0,1,0,0.00,0,1,6
4,1960,8,1960-11-13,25-210,DAL,@,GNB,L 7-41,14,24,1.71,0,,7,71,10.14,1,0,0,,0,1,6
5,1960,9,1960-11-20,25-217,DAL,,SFO,L 14-26,7,29,4.14,0,,2,36,18.00,0,0,0,,0,0,0
6,1960,10,1960-11-27,25-224,DAL,@,CHI,L 7-17,2,0,0.00,0,,1,-3,-3.00,0,0,0,,0,0,0
7,1960,11,1960-12-04,25-231,DAL,@,NYG,T 31-31,6,1,0.17,0,,0,0,,0,0,0,,0,0,0
8,1960,12,1960-12-11,25-238,DAL,@,DET,L 14-23,7,4,0.57,0,,1,6,6.00,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
9,1961,3,1961-09-24,26-160,OAK,,DTX,L 35-42,2,14,7.00,0,,1,0,0.00,0,1,19,19.00,0,0,0
10,1961,4,1961-10-01,26-167,OAK,,DEN,W 33-19,7,15,2.14,0,,1,4,4.00,0,0,0,,0,0,0
11,1961,6,1961-10-22,26-188,OAK,,SDG,L 10-41,1,-1,-1.00,0,,1,4,4.00,0,0,0,,0,0,0
,,,11 Games,,,,,1-9-1,60,184,3.07,1,,17,151,8.88,1,2,19,9.50,0,2,12
