
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1979,4,1979-09-24,24-128,CLE,,DAL,W 26-7,2,5,2.50,0,,0,0,,0,0,0,,0,0,0
2,1979,5,1979-09-30,24-134,CLE,@,HOU,L 10-31,0,0,,0,,1,17,17.00,0,0,0,,0,0,0
3,1979,7,1979-10-14,24-148,CLE,,WAS,L 9-13,2,7,3.50,0,,0,0,,0,0,0,,0,0,0
4,1979,9,1979-10-28,24-162,CLE,@,STL,W 38-20,8,-3,-0.38,1,,0,0,,0,0,0,,0,1,6
5,1979,11,1979-11-11,24-176,CLE,,SEA,L 24-29,0,0,,0,,0,0,,0,1,0,0.00,0,0,0
6,1979,12,1979-11-18,24-183,CLE,,MIA,W 30-24,1,2,2.00,1,,0,0,,0,0,0,,0,1,6
7,1979,14,1979-12-02,24-197,CLE,,HOU,W 14-7,1,0,0.00,0,,0,0,,0,0,0,,0,0,0
,,,7 Games,,,,,4-3-0,14,11,0.79,2,,1,17,17.00,0,1,0,0.00,0,2,12
