
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
1,1972,1,1972-09-17,24-180,GNB,@,CLE,W 26-10,6,11,1.83,0,,0,0,,0,0,0,,0,0,0,,0
2,1972,2,1972-09-24,24-187,GNB,,OAK,L 14-20,3,16,5.33,0,,0,0,,0,2,41,20.50,0,1,0,0.00,0
3,1972,3,1972-10-01,24-194,GNB,,DAL,W 16-13,0,0,,0,,0,0,,0,2,79,39.50,0,0,0,,0
4,1972,5,1972-10-16,24-209,GNB,@,DET,W 24-23,0,0,,0,,0,0,,0,5,91,18.20,0,0,0,,0
5,1972,8,1972-11-05,24-229,GNB,,SFO,W 34-24,0,0,,0,,0,0,,0,1,19,19.00,0,0,0,,0
6,1972,10,1972-11-19,24-243,GNB,@,HOU,W 23-10,1,3,3.00,0,,0,0,,0,0,0,,0,0,0,,0
7,1972,14,1972-12-17,24-271,GNB,@,NOR,W 30-20,5,32,6.40,0,,0,0,,0,1,17,17.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
8,1973,1,1973-09-16,25-179,OAK,@,MIN,L 16-24,0,0,,0,,0,0,,0,1,16,16.00,0,0,0,,0
9,1973,2,1973-09-23,25-186,OAK,,MIA,W 12-7,0,0,,0,,0,0,,0,1,30,30.00,0,0,0,,0
10,1973,3,1973-09-30,25-193,OAK,@,KAN,L 3-16,0,0,,0,,0,0,,0,3,99,33.00,0,0,0,,0
11,1973,4,1973-10-07,25-200,OAK,@,STL,W 17-10,0,0,,0,,0,0,,0,2,46,23.00,0,0,0,,0
12,1973,5,1973-10-14,25-207,OAK,@,SDG,W 27-17,0,0,,0,,0,0,,0,1,24,24.00,0,0,0,,0
13,1973,6,1973-10-22,25-215,OAK,@,DEN,T 23-23,0,0,,0,,0,0,,0,2,49,24.50,0,0,0,,0
14,1973,8,1973-11-04,25-228,OAK,,NYG,W 42-0,3,7,2.33,0,,1,9,9.00,0,1,19,19.00,0,0,0,,0
15,1973,9,1973-11-11,25-235,OAK,,PIT,L 9-17,0,0,,0,,0,0,,0,2,46,23.00,0,0,0,,0
16,1973,10,1973-11-18,25-242,OAK,,CLE,L 3-7,0,0,,0,,0,0,,0,1,21,21.00,0,0,0,,0
17,1973,11,1973-11-25,25-249,OAK,,SDG,W 31-3,1,-4,-4.00,0,,0,0,,0,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
18,1974,9,1974-11-10,26-234,OAK,,DET,W 35-13,1,12,12.00,0,,0,0,,0,0,0,,0,0,0,,0
,,,18 Games,,,,,12-5-1,20,77,3.85,0,,1,9,9.00,0,25,597,23.88,0,1,0,0.00,0
