
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD
1,2003,1,2003-09-07,22-262,SEA,,NOR,W 27-10,0,0,,0,1,19,19.00,0
2,2003,2,2003-09-14,22-269,SEA,@,ARI,W 38-0,,,,,,,,
3,2003,3,2003-09-21,22-276,SEA,,STL,W 24-23,,,,,,,,
4,2003,4,2003-10-05,22-290,SEA,@,GNB,L 13-35,,,,,,,,
5,2003,5,2003-10-12,22-297,SEA,,SFO,W 20-19,,,,,,,,
6,2003,6,2003-10-19,22-304,SEA,,CHI,W 24-17,,,,,,,,
7,2003,7,2003-10-26,22-311,SEA,@,CIN,L 24-27,0,0,,0,1,30,30.00,0
8,2003,8,2003-11-02,22-318,SEA,,PIT,W 23-16,,,,,,,,
9,2003,9,2003-11-09,22-325,SEA,@,WAS,L 20-27,,,,,,,,
10,2003,10,2003-11-16,22-332,SEA,,DET,W 35-14,3,-2,-0.67,0,0,0,,0
11,2003,11,2003-11-23,22-339,SEA,@,BAL,L 41-44,0,0,,0,1,15,15.00,0
12,2003,12,2003-11-30,22-346,SEA,,CLE,W 34-7,,,,,,,,
13,2003,13,2003-12-07,22-353,SEA,@,MIN,L 7-34,,,,,,,,
14,2003,14,2003-12-14,22-360,SEA,@,STL,L 22-27,,,,,,,,
15,2003,15,2003-12-21,23-002,SEA,,ARI,W 28-10,0,0,,0,1,33,33.00,0
16,2003,16,2003-12-27,23-008,SEA,@,SFO,W 24-17,0,0,,0,4,88,22.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD
17,2004,1,2004-09-12,23-268,SEA,@,NOR,W 21-7,,,,,,,,
18,2004,2,2004-09-19,23-275,SEA,@,TAM,W 10-6,,,,,,,,
19,2004,3,2004-09-26,23-282,SEA,,SFO,W 34-0,,,,,,,,
20,2004,4,2004-10-10,23-296,SEA,,STL,L 27-33,0,0,,0,1,18,18.00,0
21,2004,5,2004-10-17,23-303,SEA,@,NWE,L 20-30,,,,,,,,
22,2004,6,2004-10-24,23-310,SEA,@,ARI,L 17-25,,,,,,,,
23,2004,7,2004-10-31,23-317,SEA,,CAR,W 23-17,0,0,,0,1,20,20.00,0
24,2004,8,2004-11-07,23-324,SEA,@,SFO,W 42-27,4,15,3.75,0,5,88,17.60,0
25,2004,9,2004-11-14,23-331,SEA,@,STL,L 12-23,0,0,,0,5,155,31.00,0
26,2004,10,2004-11-21,23-338,SEA,,MIA,W 24-17,0,0,,0,3,60,20.00,0
27,2004,11,2004-11-28,23-345,SEA,,BUF,L 9-38,0,0,,0,6,107,17.83,0
28,2004,12,2004-12-06,23-353,SEA,,DAL,L 39-43,,,,,,,,
29,2004,13,2004-12-12,23-359,SEA,@,MIN,W 27-23,,,,,,,,
30,2004,14,2004-12-19,24-000,SEA,@,NYJ,L 14-37,,,,,,,,
31,2004,15,2004-12-26,24-007,SEA,,ARI,W 24-21,,,,,,,,
32,2004,16,2005-01-02,24-014,SEA,,ATL,W 28-26,,,,,,,,
,,,32 Games,,,,,19-13-0,7,13,1.86,0,29,633,21.83,0
