
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1987,3,1987-10-04,25-303,NOR,,RAM,W 37-10,8,32,4.00,0,,0,0,,0,0,0,,0,0,0
2,1987,4,1987-10-11,25-310,NOR,@,STL,L 19-24,35,139,3.97,2,,0,0,,0,3,46,15.33,0,2,12
3,1987,5,1987-10-18,25-317,NOR,@,CHI,W 19-17,19,46,2.42,0,,1,8,8.00,0,0,0,,0,0,0
,,,3 Games,,,,,2-1-0,62,217,3.50,2,,1,8,8.00,0,3,46,15.33,0,2,12
