
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1987,3,1987-10-04,23-174,MIA,@,SEA,L 20-24,9,28,3.11,1,,4,51,12.75,0,1,6
2,1987,4,1987-10-11,23-181,MIA,,KAN,W 42-0,3,11,3.67,0,,4,29,7.25,0,0,0
3,1987,5,1987-10-18,23-188,MIA,@,NYJ,L 31-37,1,6,6.00,0,,4,37,9.25,0,0,0
,,,3 Games,,,,,1-2-0,13,45,3.46,1,,12,117,9.75,0,1,6
