
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1979,11,1979-11-11,22-285,MIA,,BAL,W 19-0,4,17,4.25,0,,0,0,,0,0,0
2,1979,15,1979-12-09,22-313,MIA,@,DET,W 28-10,4,22,5.50,0,,0,0,,0,0,0
3,1979,16,1979-12-15,22-319,MIA,,NYJ,L 24-27,5,22,4.40,1,,2,3,1.50,0,1,6
,,,3 Games,,,,,2-1-0,13,61,4.69,1,,2,3,1.50,0,1,6
