
,,,,,,,,
Rk,Year,G#,Date,Age,Tm,,Opp,Result
1,1997,17,1997-12-28,25-000,MIA,@,NWE,L 3-17
,,,,,,,,
Rk,Year,G#,Date,Age,Tm,,Opp,Result
2,1998,17,1999-01-03,26-006,GNB,@,SFO,L 27-30
,,,2 Games,,,,,0-2-0
