
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1972,11,1972-11-26,23-327,NYG,,PHI,W 62-10,8,37,4.63,0,,2,57,28.50,0,0,0
2,1972,12,1972-12-03,23-334,NYG,@,CIN,L 10-13,4,16,4.00,0,,1,6,6.00,0,0,0
3,1972,13,1972-12-10,23-341,NYG,,MIA,L 13-23,11,63,5.73,0,,4,35,8.75,0,0,0
4,1972,14,1972-12-17,23-348,NYG,@,DAL,W 23-3,23,105,4.57,0,,2,20,10.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
5,1973,1,1973-09-16,24-255,NYG,,HOU,W 34-14,19,90,4.74,0,,2,12,6.00,0,0,0
6,1973,2,1973-09-23,24-262,NYG,,PHI,T 23-23,9,21,2.33,1,,3,36,12.00,0,1,6
7,1973,5,1973-10-14,24-283,NYG,,WAS,L 3-21,5,16,3.20,0,,2,5,2.50,0,0,0
8,1973,6,1973-10-21,24-290,NYG,@,DAL,L 28-45,11,54,4.91,0,,4,41,10.25,1,1,6
9,1973,7,1973-10-28,24-297,NYG,@,STL,L 27-35,4,12,3.00,0,,3,24,8.00,0,0,0
10,1973,8,1973-11-04,24-304,NYG,@,OAK,L 0-42,1,2,2.00,0,,0,0,,0,0,0
11,1973,12,1973-12-02,24-332,NYG,@,WAS,L 24-27,1,5,5.00,0,,0,0,,0,0,0
12,1973,13,1973-12-10,24-340,NYG,@,RAM,L 6-40,1,0,0.00,0,,0,0,,0,0,0
13,1973,14,1973-12-16,24-346,NYG,,MIN,L 7-31,6,14,2.33,0,,1,11,11.00,0,0,0
,,,13 Games,,,,,3-9-1,103,435,4.22,1,,24,247,10.29,1,2,12
