
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1981,1,1981-09-05,24-112,MIN,@,TAM,L 13-21,1,0,0.00,0,,0,0,,0,0,0,,0
2,1981,2,1981-09-14,24-121,MIN,,OAK,L 10-36,4,20,5.00,0,,0,0,,0,0,0,,0
3,1981,3,1981-09-20,24-127,MIN,,DET,W 26-24,0,0,,0,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
4,1982,3,1982-11-21,25-189,MIN,@,GNB,L 7-26,0,0,,0,,0,0,,0,1,24,24.00,0
5,1982,4,1982-11-28,25-196,MIN,,CHI,W 35-7,2,2,1.00,0,,0,0,,0,0,0,,0
6,1982,5,1982-12-05,25-203,MIN,@,MIA,L 14-22,0,0,,0,,0,0,,0,1,18,18.00,0
7,1982,6,1982-12-12,25-210,MIN,,BAL,W 13-10,0,0,,0,,,,,,0,0,,0
8,1982,7,1982-12-19,25-217,MIN,@,DET,W 34-31,0,0,,0,,0,0,,0,4,124,31.00,0
9,1982,8,1982-12-26,25-224,MIN,,NYJ,L 14-42,0,0,,0,,0,0,,0,4,84,21.00,0
10,1982,9,1983-01-03,25-232,MIN,,DAL,W 31-27,0,0,,0,,0,0,,0,2,36,18.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
11,1983,1,1983-09-04,26-111,MIN,@,CLE,W 27-21,0,0,,0,,0,0,,0,2,56,28.00,0
12,1983,2,1983-09-08,26-115,MIN,,SFO,L 17-48,0,0,,0,,0,0,,0,4,95,23.75,0
13,1983,3,1983-09-18,26-125,MIN,@,TAM,W 19-16,0,0,,0,,0,0,,0,2,49,24.50,0
14,1983,4,1983-09-25,26-132,MIN,,DET,W 20-17,0,0,,0,,0,0,,0,1,19,19.00,0
15,1983,5,1983-10-02,26-139,MIN,,DAL,L 24-37,0,0,,0,,0,0,,0,2,60,30.00,0
16,1983,6,1983-10-09,26-146,MIN,@,CHI,W 23-14,0,0,,0,,0,0,,0,3,51,17.00,0
17,1983,7,1983-10-16,26-153,MIN,,HOU,W 34-14,0,0,,0,,0,0,,0,3,94,31.33,0
18,1983,8,1983-10-23,26-160,MIN,@,GNB,W 20-17,0,0,,0,,0,0,,0,1,21,21.00,0
19,1983,9,1983-10-30,26-167,MIN,@,STL,L 31-41,0,0,,0,,0,0,,0,3,41,13.67,0
20,1983,10,1983-11-06,26-174,MIN,,TAM,L 12-17,0,0,,0,,0,0,,0,2,37,18.50,0
21,1983,11,1983-11-13,26-181,MIN,,GNB,L 21-29,0,0,,0,,0,0,,0,5,100,20.00,0
22,1983,12,1983-11-20,26-188,MIN,@,PIT,W 17-14,5,28,5.60,0,,0,0,,0,3,72,24.00,0
23,1983,13,1983-11-27,26-195,MIN,@,NOR,L 16-17,0,0,,0,,0,0,,0,2,34,17.00,0
24,1983,14,1983-12-05,26-203,MIN,@,DET,L 2-13,3,16,5.33,0,,0,0,,0,4,75,18.75,0
25,1983,15,1983-12-11,26-209,MIN,,CHI,L 13-19,0,0,,0,,0,0,,0,0,0,,0
26,1983,16,1983-12-17,26-215,MIN,,CIN,W 20-14,2,4,2.00,0,,1,4,4.00,0,1,34,34.00,0
,,,26 Games,,,,,13-13-0,17,70,4.12,0,,1,4,4.00,0,50,1124,22.48,0
