
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1972,9,1972-11-12,22-160,NYJ,,BUF,W 41-3,6,14,2.33,0,,1,35,35.00,0,0,0,,0
2,1972,10,1972-11-19,22-167,NYJ,@,MIA,L 24-28,1,-2,-2.00,0,,0,0,,0,1,26,26.00,0
3,1972,11,1972-11-23,22-171,NYJ,@,DET,L 20-37,1,2,2.00,0,,0,0,,0,3,55,18.33,0
4,1972,12,1972-12-03,22-181,NYJ,,NOR,W 18-17,0,0,,0,,0,0,,0,1,21,21.00,0
5,1972,13,1972-12-11,22-189,NYJ,@,OAK,L 16-24,0,0,,0,,0,0,,0,2,48,24.00,0
6,1972,14,1972-12-17,22-195,NYJ,,CLE,L 10-26,7,28,4.00,0,,3,19,6.33,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
7,1973,4,1973-10-07,23-124,NYJ,@,MIA,L 3-31,5,24,4.80,0,,0,0,,0,2,41,20.50,0
8,1973,5,1973-10-14,23-131,NYJ,@,NWE,W 9-7,1,1,1.00,0,,0,0,,0,1,14,14.00,0
9,1973,6,1973-10-21,23-138,NYJ,@,PIT,L 14-26,13,32,2.46,0,,2,15,7.50,0,2,45,22.50,0
10,1973,10,1973-11-18,23-166,NYJ,@,CIN,L 14-20,0,0,,0,,0,0,,0,3,56,18.67,0
11,1973,12,1973-12-02,23-180,NYJ,,BAL,W 20-17,0,0,,0,,0,0,,0,1,19,19.00,0
12,1973,13,1973-12-09,23-187,NYJ,@,PHI,L 23-24,2,14,7.00,0,,0,0,,0,0,0,,0
13,1973,14,1973-12-16,23-194,NYJ,,BUF,L 14-34,1,1,1.00,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
14,1974,2,1974-09-22,24-109,NYJ,@,CHI,W 23-21,0,0,,0,,0,0,,0,1,28,28.00,0
15,1974,8,1974-11-03,24-151,NYJ,,HOU,L 22-27,0,0,,0,,0,0,,0,1,17,17.00,0
16,1974,9,1974-11-10,24-158,NYJ,@,NYG,W 26-20,7,22,3.14,0,,1,7,7.00,0,0,0,,0
17,1974,11,1974-11-24,24-172,NYJ,,MIA,W 17-14,1,0,0.00,0,,0,0,,0,0,0,,0
18,1974,12,1974-12-01,24-179,NYJ,,SDG,W 27-14,1,-6,-6.00,0,,0,0,,0,2,28,14.00,0
19,1974,13,1974-12-08,24-186,NYJ,,BUF,W 20-10,14,41,2.93,0,,1,8,8.00,0,0,0,,0
,,,19 Games,,,,,9-10-0,60,171,2.85,0,,8,84,10.50,0,20,398,19.90,0
