
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Int,Yds,TD
1,1965,5,1965-10-17,23-017,DET,,GNB,L 21-31,0,0,,0,,0,0,,0,2,12,6.00,0,0,0,0,0,0
2,1965,6,1965-10-24,23-024,DET,@,CHI,L 10-38,3,2,0.67,0,,1,4,4.00,0,0,0,,0,0,0,0,0,0
3,1965,13,1965-12-12,23-073,DET,,MIN,L 7-29,9,19,2.11,0,,0,0,,0,0,0,,0,0,0,0,0,0
4,1965,14,1965-12-19,23-080,DET,@,PHI,W 35-28,15,52,3.47,1,,4,41,10.25,1,0,0,,0,2,12,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Int,Yds,TD
5,1966,1,1966-09-11,23-346,DET,,CHI,W 14-3,21,84,4.00,1,,1,9,9.00,0,0,0,,0,1,6,0,0,0
6,1966,2,1966-09-18,23-353,DET,@,PIT,L 3-17,4,16,4.00,0,,2,15,7.50,0,0,0,,0,0,0,0,0,0
7,1966,3,1966-09-25,23-360,DET,,ATL,W 28-10,12,36,3.00,1,,2,2,1.00,1,0,0,,0,2,12,0,0,0
8,1966,4,1966-10-02,24-002,DET,@,GNB,L 14-23,14,61,4.36,1,,4,44,11.00,0,0,0,,0,1,6,0,0,0
9,1966,5,1966-10-09,24-009,DET,,RAM,L 7-14,14,50,3.57,1,,4,30,7.50,0,0,0,,0,1,6,0,0,0
10,1966,6,1966-10-16,24-016,DET,@,BAL,L 14-45,8,11,1.38,0,,7,30,4.29,0,0,0,,0,0,0,0,0,0
11,1966,7,1966-10-23,24-023,DET,@,SFO,L 24-27,14,51,3.64,0,,9,62,6.89,0,0,0,,0,0,0,0,0,0
12,1966,8,1966-10-30,24-030,DET,,GNB,L 7-31,9,52,5.78,1,,3,4,1.33,0,0,0,,0,1,6,0,0,0
13,1966,9,1966-11-06,24-037,DET,@,CHI,T 10-10,4,6,1.50,0,,1,20,20.00,0,0,0,,0,0,0,0,0,0
14,1966,10,1966-11-13,24-044,DET,@,MIN,W 32-31,10,18,1.80,0,,5,35,7.00,0,0,0,,0,0,0,0,0,0
15,1966,11,1966-11-20,24-051,DET,,BAL,W 20-14,13,49,3.77,0,,5,24,4.80,0,0,0,,0,0,0,0,0,0
16,1966,12,1966-11-24,24-055,DET,,SFO,L 14-41,9,13,1.44,1,,3,6,2.00,0,0,0,,0,1,6,0,0,0
17,1966,13,1966-12-04,24-065,DET,@,RAM,L 3-23,9,29,3.22,0,,5,28,5.60,0,0,0,,0,0,0,0,0,0
18,1966,14,1966-12-11,24-072,DET,,MIN,L 16-28,10,36,3.60,0,,3,7,2.33,0,0,0,,0,0,0,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Int,Yds,TD
19,1967,1,1967-09-17,24-352,DET,@,GNB,T 17-17,3,4,1.33,0,,0,0,,0,0,0,,0,0,0,0,0,0
20,1967,2,1967-09-24,24-359,DET,,CLE,W 31-14,9,36,4.00,1,,1,9,9.00,0,0,0,,0,1,6,0,0,0
21,1967,3,1967-10-01,25-001,DET,@,STL,L 28-38,0,0,,0,,1,-3,-3.00,0,0,0,,0,0,0,0,0,0
22,1967,5,1967-10-15,25-015,DET,@,CHI,L 3-14,2,5,2.50,0,,2,37,18.50,0,0,0,,0,0,0,0,0,0
23,1967,6,1967-10-22,25-022,DET,,ATL,W 24-3,2,15,7.50,0,,2,32,16.00,1,0,0,,0,1,6,0,0,0
24,1967,7,1967-10-29,25-029,DET,@,SFO,W 45-3,12,49,4.08,1,,8,33,4.13,1,0,0,,0,2,12,0,0,0
25,1967,8,1967-11-05,25-036,DET,,CHI,L 13-27,8,37,4.63,0,,1,0,0.00,0,0,0,,0,0,0,0,0,0
26,1967,9,1967-11-12,25-043,DET,@,MIN,T 10-10,13,55,4.23,0,,2,21,10.50,0,0,0,,0,0,0,0,0,0
27,1967,10,1967-11-19,25-050,DET,@,BAL,L 7-41,7,26,3.71,0,,2,15,7.50,0,0,0,,0,0,0,0,0,0
28,1967,11,1967-11-23,25-054,DET,,RAM,L 7-31,9,36,4.00,1,,2,1,0.50,0,0,0,,0,1,6,0,0,0
29,1967,12,1967-12-03,25-064,DET,,PIT,L 14-24,1,3,3.00,1,,0,0,,0,0,0,,0,1,6,0,0,0
30,1967,13,1967-12-10,25-071,DET,@,NYG,W 30-7,2,6,3.00,0,,0,0,,0,0,0,,0,0,0,0,0,0
31,1967,14,1967-12-17,25-078,DET,,MIN,W 14-3,2,16,8.00,0,,0,0,,0,0,0,,0,0,0,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Int,Yds,TD
32,1968,1,1968-09-15,25-351,DET,@,DAL,L 13-59,0,0,,0,,0,0,,0,1,8,8.00,0,0,0,0,0,0
