
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1978,4,1978-09-24,25-126,SDG,,GNB,L 3-24,0,0,,0,,1,-3,-3.00,0,0,0,,0
2,1978,8,1978-10-22,25-154,SDG,@,DET,L 14-31,0,0,,0,,0,0,,0,1,21,21.00,0
3,1978,9,1978-10-29,25-161,SDG,@,OAK,W 27-23,2,6,3.00,0,,0,0,,0,0,0,,0
4,1978,10,1978-11-05,25-168,SDG,,CIN,W 22-13,1,5,5.00,0,,0,0,,0,1,12,12.00,0
5,1978,11,1978-11-12,25-175,SDG,,KAN,W 29-23,0,0,,0,,0,0,,0,1,0,0.00,0
6,1978,12,1978-11-19,25-182,SDG,@,MIN,W 13-7,0,0,,0,,0,0,,0,1,14,14.00,0
7,1978,13,1978-11-26,25-189,SDG,@,KAN,L 0-23,0,0,,0,,0,0,,0,2,36,18.00,0
,,,7 Games,,,,,4-3-0,3,11,3.67,0,,1,-3,-3.00,0,6,83,13.83,0
