
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
16,2004,3,2004-09-26,25-087,CHI,@,MIN,L 22-27,,,,,0,,,,,,,,,,,,,,,,,,,,,,
17,2004,4,2004-10-03,25-094,CHI,,PHI,L 9-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2004,5,2004-10-17,25-108,CHI,,WAS,L 10-13,,,,,0,,,,,,,,,,,,,,,,,,,,,,
19,2004,6,2004-10-24,25-115,CHI,@,TAM,L 7-19,,,,,0,,,,,,,,,,,,,,,,,,,,,,
20,2004,7,2004-10-31,25-122,CHI,,SFO,W 23-13,,,,,0,,,,,,,,,,,,,,,,,,,,,,
21,2004,8,2004-11-07,25-129,CHI,@,NYG,W 28-21,,,,,0,,,,,,,,,,,,,,,,,,,,,,
22,2004,9,2004-11-14,25-136,CHI,@,TEN,W 19-17,,,,,0,,,,,,,,,,,,,,,,,,,,,,
23,2004,10,2004-11-21,25-143,CHI,,IND,L 10-41,4,15,3.75,0,1,1,30,30.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
24,2004,11,2004-11-25,25-147,CHI,@,DAL,L 7-21,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,1,18,18.00,0,0,0,0.0,0,0
25,2004,12,2004-12-05,25-157,CHI,,MIN,W 24-14,,,,,0,,,,,,,,,,,,,,,,,,,,,,
26,2004,13,2004-12-12,25-164,CHI,@,JAX,L 3-22,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2004,14,2004-12-19,25-171,CHI,,HOU,L 5-24,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,2,39,19.50,0,0,0,0.0,0,0
28,2004,15,2004-12-26,25-178,CHI,@,DET,L 13-19,2,4,2.00,0,1,1,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
29,2004,16,2005-01-02,25-185,CHI,,GNB,L 14-31,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
30,2005,1,2005-09-11,26-072,CHI,@,WAS,L 7-9,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
31,2005,2,2005-09-18,26-079,CHI,,DET,W 38-6,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
32,2005,3,2005-09-25,26-086,CHI,,CIN,L 7-24,0,0,,0,1,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
33,2005,4,2005-10-09,26-100,CHI,@,CLE,L 10-20,2,19,9.50,0,0,0,0,,0,0,0,,0,0,0,,,,2,32,16.00,0,0,0,0.0,0,0
34,2005,5,2005-10-16,26-107,CHI,,MIN,W 28-3,0,0,,0,1,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
35,2005,6,2005-10-23,26-114,CHI,,BAL,W 10-6,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
36,2005,7,2005-10-30,26-121,CHI,@,DET,W 19-13,4,8,2.00,0,1,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
37,2005,8,2005-11-06,26-128,CHI,@,NOR,W 20-17,6,58,9.67,1,1,1,3,3.00,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
38,2005,9,2005-11-13,26-135,CHI,,SFO,W 17-9,24,120,5.00,1,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
39,2005,10,2005-11-20,26-142,CHI,,CAR,W 13-3,4,37,9.25,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
40,2005,11,2005-11-27,26-149,CHI,@,TAM,W 13-10,5,27,5.40,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
41,2005,12,2005-12-04,26-156,CHI,,GNB,W 19-7,11,48,4.36,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
42,2005,13,2005-12-11,26-163,CHI,@,PIT,L 9-21,1,3,3.00,0,3,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
43,2005,14,2005-12-18,26-170,CHI,,ATL,W 16-3,3,6,2.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
44,2005,15,2005-12-25,26-177,CHI,@,GNB,W 24-17,8,30,3.75,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
45,2005,16,2006-01-01,26-184,CHI,@,MIN,L 10-34,8,35,4.38,0,3,3,30,10.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
46,2006,1,2006-09-10,27-071,CHI,@,GNB,W 26-0,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
47,2006,2,2006-09-17,27-078,CHI,,DET,W 34-7,1,1,1.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
48,2006,3,2006-09-24,27-085,CHI,@,MIN,W 19-16,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
49,2006,4,2006-10-01,27-092,CHI,,SEA,W 37-6,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
50,2006,5,2006-10-08,27-099,CHI,,BUF,W 40-7,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
51,2006,6,2006-10-16,27-107,CHI,@,ARI,W 24-23,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,1,25,25.00,0,0,0,0.0,0,0
52,2006,7,2006-10-29,27-120,CHI,,SFO,W 41-10,1,10,10.00,0,1,1,8,8.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
53,2006,8,2006-11-05,27-127,CHI,,MIA,L 13-31,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,2,24,12.00,0,0,0,0.0,0,0
54,2006,9,2006-11-12,27-134,CHI,@,NYG,W 38-20,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
55,2006,10,2006-11-19,27-141,CHI,@,NYJ,W 10-0,0,0,,0,1,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
56,2006,11,2006-11-26,27-148,CHI,@,NWE,L 13-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
57,2006,12,2006-12-03,27-155,CHI,,MIN,W 23-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
58,2006,13,2006-12-11,27-163,CHI,@,STL,W 42-27,3,12,4.00,1,1,1,32,32.00,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
59,2006,14,2006-12-17,27-169,CHI,,TAM,W 34-31,2,13,6.50,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
60,2006,15,2006-12-24,27-176,CHI,@,DET,W 26-21,3,5,1.67,1,2,2,7,3.50,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
61,2006,16,2006-12-31,27-183,CHI,,GNB,L 7-26,0,0,,0,1,1,37,37.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
62,2007,1,2007-09-09,28-070,CHI,@,SDG,L 3-14,7,38,5.43,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
63,2007,2,2007-09-16,28-077,CHI,,KAN,W 20-10,2,9,4.50,0,5,3,23,7.67,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
64,2007,3,2007-09-23,28-084,CHI,,DAL,L 10-34,6,17,2.83,0,3,2,7,3.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
65,2007,4,2007-09-30,28-091,CHI,@,DET,L 27-37,2,8,4.00,0,3,3,29,9.67,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
66,2007,5,2007-10-07,28-098,CHI,@,GNB,W 27-20,3,12,4.00,0,2,2,32,16.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
67,2007,6,2007-10-14,28-105,CHI,,MIN,L 31-34,2,11,5.50,0,7,5,28,5.60,0,0,0,,0,0,0,,,,1,14,14.00,0,0,0,0.0,0,0
68,2007,7,2007-10-21,28-112,CHI,@,PHI,W 19-16,4,21,5.25,0,4,3,33,11.00,0,0,0,,0,0,0,,,,1,2,2.00,0,0,0,0.0,0,0
69,2007,8,2007-10-28,28-119,CHI,,DET,L 7-16,2,11,5.50,0,7,6,41,6.83,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
70,2007,9,2007-11-11,28-133,CHI,@,OAK,W 17-6,2,6,3.00,0,4,3,14,4.67,0,0,0,,0,0,0,,,,1,1,1.00,0,0,0,0.0,0,0
71,2007,10,2007-11-18,28-140,CHI,@,SEA,L 23-30,5,11,2.20,1,1,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
72,2007,11,2007-11-25,28-147,CHI,,DEN,W 37-34,17,45,2.65,1,6,5,41,8.20,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
73,2007,12,2007-12-02,28-154,CHI,,NYG,L 16-21,22,67,3.05,0,8,7,82,11.71,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
74,2007,13,2007-12-06,28-158,CHI,@,WAS,L 16-24,17,35,2.06,0,2,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
75,2007,14,2007-12-17,28-169,CHI,@,MIN,L 13-20,9,26,2.89,0,9,8,51,6.38,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
76,2007,15,2007-12-23,28-175,CHI,,GNB,W 35-7,30,102,3.40,1,2,1,16,16.00,0,0,0,,0,0,0,,,,0,0,,0,1,6,0.0,0,0
77,2007,16,2007-12-30,28-182,CHI,,NOR,W 33-25,21,91,4.33,0,2,1,9,9.00,0,1,1,100.00,9,1,0,143.7,9.00,29.00,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
78,2008,1,2008-09-07,29-068,CHI,@,IND,W 29-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2008,3,2008-09-21,29-082,CHI,,TAM,L 24-27,,,,,0,,,,,,,,,,,,,,,,,,,,,,
80,2008,4,2008-09-28,29-089,CHI,,PHI,W 24-20,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
81,2008,5,2008-10-05,29-096,CHI,@,DET,W 34-7,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2008,6,2008-10-12,29-103,CHI,@,ATL,L 20-22,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
83,2008,7,2008-10-19,29-110,CHI,,MIN,W 48-41,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,1,11,11.00,0,0,0,0.0,0,0
84,2008,8,2008-11-02,29-124,CHI,,DET,W 27-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2008,9,2008-11-09,29-131,CHI,,TEN,L 14-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2008,10,2008-11-16,29-138,CHI,@,GNB,L 3-37,1,7,7.00,0,2,2,10,5.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
87,2008,11,2008-11-23,29-145,CHI,@,STL,W 27-3,5,35,7.00,0,1,1,-1,-1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
88,2008,12,2008-11-30,29-152,CHI,@,MIN,L 14-34,1,5,5.00,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
89,2008,13,2008-12-07,29-159,CHI,,JAX,W 23-10,3,19,6.33,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
90,2008,14,2008-12-11,29-163,CHI,,NOR,W 27-24,5,15,3.00,0,3,1,8,8.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
91,2008,15,2008-12-22,29-174,CHI,,GNB,W 20-17,2,2,1.00,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
92,2008,16,2008-12-28,29-180,CHI,@,HOU,L 24-31,3,17,5.67,0,2,2,28,14.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
93,2009,1,2009-09-13,30-074,CHI,@,GNB,L 15-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2009,2,2009-09-20,30-081,CHI,,PIT,W 17-14,3,16,5.33,0,2,2,11,5.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
95,2009,3,2009-09-27,30-088,CHI,@,SEA,W 25-19,2,12,6.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
96,2009,4,2009-10-04,30-095,CHI,,DET,W 48-24,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
97,2009,7,2009-11-01,30-123,CHI,,CLE,W 30-6,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
98,2009,8,2009-11-08,30-130,CHI,,ARI,L 21-41,2,23,11.50,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
99,2009,9,2009-11-12,30-134,CHI,@,SFO,L 6-10,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
100,2009,10,2009-11-22,30-144,CHI,,PHI,L 20-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2009,11,2009-11-29,30-151,CHI,@,MIN,L 10-36,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2009,12,2009-12-06,30-158,CHI,,STL,W 17-9,,,,,0,,,,,,,,,,,,,,,,,,,,,,
103,2009,13,2009-12-13,30-165,CHI,,GNB,L 14-21,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
104,2009,14,2009-12-20,30-172,CHI,@,BAL,L 7-31,,,,,0,,,,,,,,,,,,,,,,,,,,,,
105,2009,15,2009-12-28,30-180,CHI,,MIN,W 36-30,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,1
106,2009,16,2010-01-03,30-186,CHI,@,DET,W 37-23,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,,,106 Games,,,,,54-52-0,311,1283,4.13,8,102,78,665,8.53,0,1,1,100.00,9,1,0,143.7,9.00,29.00,14,203,14.50,0,8,48,0.0,0,1
