
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1987,4,1987-10-11,24-107,MIN,@,CHI,L 7-27,5,7,1.40,0,,0,0,,0,3,53,17.67,0,0,0
2,1987,5,1987-10-18,24-114,MIN,@,TAM,L 10-20,4,13,3.25,0,,5,46,9.20,1,2,24,12.00,0,1,6
,,,2 Games,,,,,0-2-0,9,20,2.22,0,,5,46,9.20,1,5,77,15.40,0,1,6
