
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1977,11,1977-11-27,23-178,ATL,@,TAM,W 17-0,6,32,5.33,0,,0,0,,0,0,0,,0,0,0
2,1977,14,1977-12-18,23-199,ATL,,NOR,W 35-7,7,33,4.71,0,,1,27,27.00,1,1,15,15.00,0,1,6
,,,2 Games,,,,,2-0-0,13,65,5.00,0,,1,27,27.00,1,1,15,15.00,0,1,6
