
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
1,1971,1,1971-09-19,22-071,SDG,,KAN,W 21-14,3,9,3.00,0,,3,51,17.00,1,1,1,100.00,26,0,0,118.7,26.00,26.00,0,0,,0,0,0,,0,1,6,0,0,,0
2,1971,2,1971-09-26,22-078,SDG,,OAK,L 0-34,1,15,15.00,0,,2,34,17.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
3,1971,3,1971-10-03,22-085,SDG,@,PIT,L 17-21,3,1,0.33,0,,2,12,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
4,1971,4,1971-10-10,22-092,SDG,@,KAN,L 10-31,2,-5,-2.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
5,1971,5,1971-10-17,22-099,SDG,@,DEN,L 16-20,5,17,3.40,0,,3,47,15.67,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
6,1971,6,1971-10-23,22-105,SDG,,BUF,W 20-3,4,6,1.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
7,1971,7,1971-10-31,22-113,SDG,,NYJ,W 49-21,8,36,4.50,1,,4,72,18.00,1,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,2,12,0,0,,0
8,1971,8,1971-11-07,22-120,SDG,@,NYG,L 17-35,7,16,2.29,0,,3,48,16.00,0,1,1,100.00,21,1,0,158.3,21.00,41.00,0,0,,0,0,0,,0,0,0,0,0,,0
9,1971,9,1971-11-15,22-128,SDG,,STL,W 20-17,17,98,5.76,0,,6,77,12.83,0,1,2,50.00,33,0,0,95.8,16.50,16.50,0,0,,0,0,0,,0,0,0,0,0,,0
10,1971,10,1971-11-21,22-134,SDG,@,OAK,L 33-34,3,3,1.00,0,,2,9,4.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
11,1971,11,1971-11-28,22-141,SDG,@,CIN,L 0-31,7,30,4.29,0,,3,11,3.67,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,0,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
12,1972,1,1972-09-17,23-069,DAL,,PHI,W 28-6,7,30,4.29,0,,2,63,31.50,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,0,0,0,0,,0
13,1972,4,1972-10-08,23-090,DAL,,PIT,W 17-13,3,2,0.67,0,,1,16,16.00,0,0,0,,0,0,0,,,,1,15,15.00,0,0,0,,0,0,0,0,0,,0
14,1972,5,1972-10-15,23-097,DAL,@,BAL,W 21-0,4,-6,-1.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
15,1972,6,1972-10-22,23-104,DAL,@,WAS,L 20-24,1,1,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
16,1972,7,1972-10-30,23-112,DAL,,DET,W 28-24,10,38,3.80,1,,2,42,21.00,1,0,0,,0,0,0,,,,0,0,,0,0,0,,0,2,12,0,0,,0
17,1972,8,1972-11-05,23-118,DAL,@,SDG,W 34-28,6,17,2.83,0,,1,6,6.00,0,1,1,100.00,31,0,0,118.7,31.00,31.00,0,0,,0,0,0,,0,0,0,0,0,,0
18,1972,9,1972-11-12,23-125,DAL,,STL,W 33-24,2,2,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
19,1972,14,1972-12-17,23-160,DAL,,NYG,L 3-23,2,-3,-1.50,0,,2,4,2.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,0,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
20,1973,2,1973-09-24,24-076,DAL,,NOR,W 40-3,0,0,,0,,3,37,12.33,1,0,0,,0,0,0,,,,1,22,22.00,0,0,0,,0,1,6,0,0,,0
21,1973,4,1973-10-08,24-090,DAL,@,WAS,L 7-14,0,0,,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,2,2,1.00,0,0,0,0,0,,0
22,1973,5,1973-10-14,24-096,DAL,@,RAM,L 31-37,0,0,,0,,3,8,2.67,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,4,158,39.50,0
23,1973,6,1973-10-21,24-103,DAL,,NYG,W 45-28,0,0,,0,,1,13,13.00,1,0,0,,0,0,0,,,,1,25,25.00,0,0,0,,0,1,6,0,0,,0
24,1973,7,1973-10-28,24-110,DAL,@,PHI,L 16-30,1,-10,-10.00,0,,4,49,12.25,0,0,0,,0,0,0,,,,3,65,21.67,0,0,0,,0,0,0,0,0,,0
25,1973,8,1973-11-04,24-117,DAL,,CIN,W 38-10,0,0,,0,,2,48,24.00,1,0,0,,0,0,0,,,,1,63,63.00,0,0,0,,0,1,6,0,0,,0
26,1973,9,1973-11-11,24-124,DAL,@,NYG,W 23-10,0,0,,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck
27,1974,6,1974-10-20,25-102,HOU,,STL,L 27-31,0,0,,0,,9,179,19.89,1,0,0,,0,0,0,,,,0,0,,0,0,0,,0,1,6,0,0,,0
,,,27 Games,,,,,14-13-0,96,297,3.09,2,,59,835,14.15,7,4,10,40.00,111,1,0,115.0,11.10,13.10,7,190,27.14,0,2,2,1.00,0,9,54,4,158,39.50,0
