
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1998,6,1998-10-18,23-166,JAX,@,BUF,L 16-17,7,16,2.29,0,1,1,3,3.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
2,1999,3,1999-09-26,24-144,JAX,,TEN,L 19-20,,,,,0,,,,,,
3,1999,4,1999-10-03,24-151,JAX,@,PIT,W 17-3,,,,,0,,,,,,
4,1999,5,1999-10-11,24-159,JAX,@,NYJ,W 16-6,3,9,3.00,0,0,0,0,,0,0,0
5,1999,6,1999-10-17,24-165,JAX,,CLE,W 24-7,3,7,2.33,0,0,0,0,,0,0,0
6,1999,7,1999-10-31,24-179,JAX,@,CIN,W 41-10,,,,,,,,,,,
7,1999,10,1999-11-21,24-200,JAX,,NOR,W 41-23,,,,,0,,,,,,
8,1999,11,1999-11-28,24-207,JAX,@,BAL,W 30-23,,,,,,,,,,,
9,1999,12,1999-12-02,24-211,JAX,,PIT,W 20-6,0,0,,0,1,1,8,8.00,0,0,0
10,1999,13,1999-12-13,24-222,JAX,,DEN,W 27-24,,,,,2,,,,,,
11,1999,14,1999-12-19,24-228,JAX,@,CLE,W 24-14,4,29,7.25,0,0,0,0,,0,0,0
12,1999,15,1999-12-26,24-235,JAX,@,TEN,L 14-41,0,0,,0,0,0,0,,0,0,0
13,1999,16,2000-01-02,24-242,JAX,,CIN,W 24-7,3,10,3.33,0,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
14,2000,1,2000-09-03,25-121,JAX,@,CLE,W 27-7,13,45,3.46,1,2,1,13,13.00,0,1,6
15,2000,2,2000-09-10,25-128,JAX,@,BAL,L 36-39,8,7,0.88,0,3,2,13,6.50,0,0,0
,,,15 Games,,,,,11-4-0,41,123,3.00,1,9,5,37,7.40,0,1,6
